Year	Field	gender	Count
1805	Engineering	male	71
1805	Environmental science	female	3
1805	Environmental science	male	9
1805	Geography	male	2
1805	Geology	male	21
1805	History	female	3
1805	History	male	58
1805	Materials science	male	22
1805	Mathematics	female	1
1805	Mathematics	male	66
1805	Medicine	female	8
1805	Medicine	male	97
1805	Philosophy	female	13
1805	Philosophy	male	96
1805	Physics	female	5
1805	Physics	male	189
1805	Political science	female	18
1805	Political science	male	135
1805	Psychology	female	26
1805	Psychology	male	36
1805	Sociology	female	2
1805	Sociology	male	4
1806	Art	female	10
1806	Art	male	87
1806	Biology	female	21
1806	Biology	male	159
1806	Business	male	7
1806	Chemistry	female	4
1806	Chemistry	male	71
1806	Computer science	female	12
1806	Computer science	male	129
1806	Economics	female	2
1806	Economics	male	13
1806	Engineering	female	3
1806	Engineering	male	70
1806	Environmental science	female	3
1806	Environmental science	male	12
1806	Geography	male	3
1806	Geology	male	20
1806	History	female	6
1806	History	male	64
1806	Materials science	male	21
1806	Mathematics	female	1
1806	Mathematics	male	81
1806	Medicine	female	8
1806	Medicine	male	91
1806	Philosophy	female	16
1806	Philosophy	male	96
1806	Physics	female	8
1806	Physics	male	184
1806	Political science	female	20
1806	Political science	male	162
1806	Psychology	female	26
1806	Psychology	male	42
1806	Sociology	female	2
1806	Sociology	male	4
1807	Art	female	11
1807	Art	male	88
1807	Biology	female	20
1807	Biology	male	157
1807	Business	male	10
1807	Chemistry	female	4
1807	Chemistry	male	73
1807	Computer science	female	12
1807	Computer science	male	133
1807	Economics	female	2
1807	Economics	male	17
1807	Engineering	female	3
1807	Engineering	male	76
1807	Environmental science	female	3
1807	Environmental science	male	15
1807	Geography	male	2
1807	Geology	male	21
1807	History	female	4
1807	History	male	64
1807	Materials science	male	21
1807	Mathematics	female	1
1807	Mathematics	male	66
1807	Medicine	female	7
1807	Medicine	male	91
1807	Philosophy	female	15
1807	Philosophy	male	105
1807	Physics	female	6
1807	Physics	male	188
1807	Political science	female	17
1807	Political science	male	159
1807	Psychology	female	26
1807	Psychology	male	33
1807	Sociology	female	2
1807	Sociology	male	4
1808	Art	female	14
1808	Art	male	106
1808	Biology	female	21
1808	Biology	male	183
1808	Business	male	7
1808	Chemistry	female	4
1808	Chemistry	male	74
1808	Computer science	female	11
1808	Computer science	male	124
1808	Economics	female	2
1808	Economics	male	13
1808	Engineering	female	3
1808	Engineering	male	70
1808	Environmental science	female	3
1808	Environmental science	male	13
1808	Geography	male	3
1808	Geology	male	20
1808	History	female	5
1808	History	male	70
1808	Materials science	male	21
1808	Mathematics	female	1
1808	Mathematics	male	70
1808	Medicine	female	7
1808	Medicine	male	92
1808	Philosophy	female	17
1808	Philosophy	male	112
1808	Physics	female	6
1808	Physics	male	191
1808	Political science	female	17
1808	Political science	male	172
1808	Psychology	female	26
1808	Psychology	male	35
1808	Sociology	female	2
1808	Sociology	male	4
1809	Art	female	14
1809	Art	male	103
1809	Biology	female	20
1809	Biology	male	176
1809	Business	male	11
1809	Chemistry	female	4
1809	Chemistry	male	72
1809	Computer science	female	11
1809	Computer science	male	134
1809	Economics	female	2
1809	Economics	male	15
1809	Engineering	female	3
1809	Engineering	male	72
1809	Environmental science	female	3
1809	Environmental science	male	11
1809	Geography	male	4
1809	Geology	male	22
1809	History	female	6
1809	History	male	65
1809	Materials science	male	21
1809	Mathematics	female	1
1809	Mathematics	male	80
1809	Medicine	female	7
1809	Medicine	male	98
1809	Philosophy	female	18
1809	Philosophy	male	120
1809	Physics	female	6
1809	Physics	male	204
1809	Political science	female	24
1809	Political science	male	192
1809	Psychology	female	26
1809	Psychology	male	37
1809	Sociology	female	3
1809	Sociology	male	5
1810	Art	female	15
1810	Art	male	108
1810	Biology	female	21
1810	Biology	male	170
1810	Business	male	8
1810	Chemistry	female	4
1810	Chemistry	male	73
1810	Computer science	female	11
1810	Computer science	male	145
1810	Economics	female	2
1810	Economics	male	20
1810	Engineering	female	3
1810	Engineering	male	71
1810	Environmental science	female	3
1810	Environmental science	male	15
1810	Geography	male	6
1810	Geology	male	21
1810	History	female	7
1810	History	male	71
1810	Materials science	male	21
1810	Mathematics	female	1
1810	Mathematics	male	65
1810	Medicine	female	8
1810	Medicine	male	101
1810	Philosophy	female	19
1810	Philosophy	male	138
1810	Physics	female	6
1810	Physics	male	206
1810	Political science	female	17
1810	Political science	male	197
1810	Psychology	female	28
1810	Psychology	male	45
1810	Sociology	female	2
1810	Sociology	male	5
1811	Art	female	15
1811	Art	male	113
1811	Biology	female	21
1811	Biology	male	202
1811	Business	male	8
1811	Chemistry	female	4
1811	Chemistry	male	74
1811	Computer science	female	12
1811	Computer science	male	136
1811	Economics	female	2
1811	Economics	male	18
1811	Engineering	female	3
1811	Engineering	male	71
1811	Environmental science	female	3
1811	Environmental science	male	12
1811	Geography	male	7
1811	Geology	male	22
1811	History	female	6
1811	History	male	80
1811	Materials science	male	21
1811	Mathematics	female	2
1811	Mathematics	male	79
1811	Medicine	female	8
1811	Medicine	male	104
1811	Philosophy	female	19
1811	Philosophy	male	125
1811	Physics	female	7
1811	Physics	male	203
1811	Political science	female	19
1811	Political science	male	200
1811	Psychology	female	26
1811	Psychology	male	39
1811	Sociology	female	2
1811	Sociology	male	5
1812	Art	female	15
1812	Art	male	118
1812	Biology	female	20
1812	Biology	male	196
1812	Business	male	9
1812	Chemistry	female	4
1812	Chemistry	male	77
1812	Computer science	female	11
1812	Computer science	male	147
1812	Economics	female	2
1812	Economics	male	14
1812	Engineering	female	3
1812	Engineering	male	75
1812	Environmental science	female	3
1812	Environmental science	male	12
1812	Geography	female	1
1812	Geography	male	8
1812	Geology	male	22
1812	History	female	6
1812	History	male	70
1812	Materials science	male	21
1812	Mathematics	female	2
1812	Mathematics	male	66
1812	Medicine	female	8
1812	Medicine	male	115
1812	Philosophy	female	18
1812	Philosophy	male	150
1812	Physics	female	7
1812	Physics	male	203
1812	Political science	female	20
1812	Political science	male	216
1812	Psychology	female	27
1812	Psychology	male	41
1812	Sociology	female	2
1812	Sociology	male	6
1813	Art	female	15
1813	Art	male	124
1813	Biology	female	21
1813	Biology	male	195
1813	Business	male	7
1813	Chemistry	female	4
1813	Chemistry	male	77
1813	Computer science	female	11
1813	Computer science	male	138
1813	Economics	female	2
1813	Economics	male	16
1813	Engineering	female	3
1813	Engineering	male	77
1813	Environmental science	female	3
1813	Environmental science	male	18
1813	Geography	female	1
1813	Geography	male	7
1813	Geology	male	23
1813	History	female	5
1813	History	male	68
1813	Materials science	male	21
1813	Mathematics	female	2
1813	Mathematics	male	62
1813	Medicine	female	9
1813	Medicine	male	107
1813	Philosophy	female	19
1813	Philosophy	male	140
1813	Physics	female	9
1813	Physics	male	200
1813	Political science	female	21
1813	Political science	male	225
1813	Psychology	female	29
1813	Psychology	male	43
1813	Sociology	female	2
1813	Sociology	male	5
1814	Art	female	14
1814	Art	male	126
1814	Biology	female	21
1814	Biology	male	198
1814	Business	male	9
1814	Chemistry	female	4
1814	Chemistry	male	77
1814	Computer science	female	11
1814	Computer science	male	151
1814	Economics	female	2
1814	Economics	male	14
1814	Engineering	female	3
1814	Engineering	male	77
1814	Environmental science	female	3
1814	Environmental science	male	18
1814	Geography	female	1
1814	Geography	male	8
1814	Geology	male	23
1814	History	female	5
1814	History	male	86
1814	Materials science	male	21
1814	Mathematics	female	2
1814	Mathematics	male	66
1814	Medicine	female	8
1814	Medicine	male	113
1814	Philosophy	female	21
1814	Philosophy	male	133
1814	Physics	female	8
1814	Physics	male	197
1814	Political science	female	23
1814	Political science	male	232
1814	Psychology	female	27
1814	Psychology	male	39
1814	Sociology	female	2
1814	Sociology	male	5
1815	Art	female	14
1815	Art	male	130
1815	Biology	female	22
1815	Biology	male	236
1815	Business	male	9
1815	Chemistry	female	4
1815	Chemistry	male	89
1815	Computer science	female	12
1815	Computer science	male	162
1815	Economics	female	2
1815	Economics	male	19
1815	Engineering	female	3
1815	Engineering	male	78
1815	Environmental science	female	3
1815	Environmental science	male	18
1815	Geography	female	1
1815	Geography	male	8
1815	Geology	male	44
1815	History	female	2
1815	History	male	87
1815	Materials science	male	21
1815	Mathematics	female	2
1815	Mathematics	male	91
1815	Medicine	female	8
1815	Medicine	male	140
1815	Philosophy	female	19
1815	Philosophy	male	154
1815	Physics	female	6
1815	Physics	male	271
1815	Political science	female	19
1815	Political science	male	245
1815	Psychology	female	26
1815	Psychology	male	40
1815	Sociology	female	2
1815	Sociology	male	5
1816	Art	female	16
1816	Art	male	129
1816	Biology	female	23
1816	Biology	male	233
1816	Business	male	9
1816	Chemistry	female	4
1816	Chemistry	male	74
1816	Computer science	female	11
1816	Computer science	male	152
1816	Economics	female	2
1816	Economics	male	17
1816	Engineering	female	3
1816	Engineering	male	75
1816	Environmental science	female	3
1816	Environmental science	male	13
1816	Geography	female	1
1816	Geography	male	7
1816	Geology	male	25
1816	History	female	3
1816	History	male	84
1816	Materials science	male	21
1816	Mathematics	female	2
1816	Mathematics	male	62
1816	Medicine	female	8
1816	Medicine	male	133
1816	Philosophy	female	22
1816	Philosophy	male	163
1816	Physics	female	13
1816	Physics	male	239
1816	Political science	female	25
1816	Political science	male	238
1816	Psychology	female	26
1816	Psychology	male	48
1816	Sociology	female	2
1816	Sociology	male	5
1817	Art	female	16
1817	Art	male	131
1817	Biology	female	25
1817	Biology	male	250
1817	Business	male	8
1817	Chemistry	female	4
1817	Chemistry	male	74
1817	Computer science	female	12
1817	Computer science	male	151
1817	Economics	female	2
1817	Economics	male	17
1817	Engineering	female	3
1817	Engineering	male	74
1817	Environmental science	female	3
1817	Environmental science	male	17
1817	Geography	female	1
1817	Geography	male	8
1817	Geology	male	26
1817	History	female	4
1817	History	male	89
1817	Materials science	male	21
1817	Mathematics	female	2
1817	Mathematics	male	65
1817	Medicine	female	8
1817	Medicine	male	123
1817	Philosophy	female	20
1817	Philosophy	male	165
1817	Physics	female	6
1817	Physics	male	235
1817	Political science	female	25
1817	Political science	male	261
1817	Psychology	female	26
1817	Psychology	male	39
1817	Sociology	female	2
1817	Sociology	male	6
1818	Art	female	18
1818	Art	male	146
1818	Biology	female	24
1818	Biology	male	238
1818	Business	male	9
1818	Chemistry	female	4
1818	Chemistry	male	75
1818	Computer science	female	11
1818	Computer science	male	162
1818	Economics	female	2
1818	Economics	male	18
1818	Engineering	female	3
1818	Engineering	male	73
1818	Environmental science	female	3
1818	Environmental science	male	16
1818	Geography	female	1
1818	Geography	male	7
1818	Geology	male	28
1818	History	female	2
1818	History	male	94
1818	Materials science	male	21
1818	Mathematics	female	2
1818	Mathematics	male	75
1818	Medicine	female	8
1818	Medicine	male	135
1818	Philosophy	female	26
1818	Philosophy	male	179
1818	Physics	female	6
1818	Physics	male	241
1818	Political science	female	23
1818	Political science	male	267
1818	Psychology	female	30
1818	Psychology	male	40
1818	Sociology	female	2
1818	Sociology	male	8
1819	Art	female	19
1819	Art	male	144
1819	Biology	female	23
1819	Biology	male	241
1819	Business	male	6
1819	Chemistry	female	4
1819	Chemistry	male	75
1819	Computer science	female	11
1819	Computer science	male	153
1819	Economics	female	2
1819	Economics	male	17
1819	Engineering	female	3
1819	Engineering	male	74
1819	Environmental science	female	3
1819	Environmental science	male	14
1819	Geography	female	1
1819	Geography	male	7
1819	Geology	male	29
1819	History	female	2
1819	History	male	100
1819	Materials science	male	21
1819	Mathematics	female	2
1819	Mathematics	male	63
1819	Medicine	female	8
1819	Medicine	male	121
1819	Philosophy	female	21
1819	Philosophy	male	169
1819	Physics	female	7
1819	Physics	male	233
1819	Political science	female	24
1819	Political science	male	270
1819	Psychology	female	26
1819	Psychology	male	43
1819	Sociology	female	2
1819	Sociology	male	5
1820	Art	female	21
1820	Art	male	151
1820	Biology	female	25
1820	Biology	male	244
1820	Business	male	11
1820	Chemistry	female	4
1820	Chemistry	male	74
1820	Computer science	female	11
1820	Computer science	male	156
1820	Economics	female	2
1820	Economics	male	17
1820	Engineering	female	3
1820	Engineering	male	75
1820	Environmental science	female	3
1820	Environmental science	male	15
1820	Geography	female	1
1820	Geography	male	7
1820	Geology	male	30
1820	History	female	3
1820	History	male	112
1820	Materials science	male	23
1820	Mathematics	female	2
1820	Mathematics	male	66
1820	Medicine	female	8
1820	Medicine	male	123
1820	Philosophy	female	23
1820	Philosophy	male	206
1820	Physics	female	8
1820	Physics	male	268
1820	Political science	female	23
1820	Political science	male	309
1820	Psychology	female	27
1820	Psychology	male	43
1820	Sociology	female	2
1820	Sociology	male	5
1821	Art	female	20
1821	Art	male	158
1821	Biology	female	24
1821	Biology	male	246
1821	Business	male	8
1821	Chemistry	female	4
1821	Chemistry	male	74
1821	Computer science	female	11
1821	Computer science	male	163
1821	Economics	female	2
1821	Economics	male	17
1821	Engineering	female	3
1821	Engineering	male	74
1821	Environmental science	female	3
1821	Environmental science	male	13
1821	Geography	female	1
1821	Geography	male	7
1821	Geology	male	31
1821	History	female	2
1821	History	male	102
1821	Materials science	male	23
1821	Mathematics	female	2
1821	Mathematics	male	85
1821	Medicine	female	8
1821	Medicine	male	132
1821	Philosophy	female	24
1821	Philosophy	male	192
1821	Physics	female	11
1821	Physics	male	291
1821	Political science	female	25
1821	Political science	male	264
1821	Psychology	female	26
1821	Psychology	male	38
1821	Sociology	female	2
1821	Sociology	male	10
1822	Art	female	21
1822	Art	male	164
1822	Biology	female	28
1822	Biology	male	251
1822	Business	male	12
1822	Chemistry	female	5
1822	Chemistry	male	72
1822	Computer science	female	11
1822	Computer science	male	157
1822	Economics	female	2
1822	Economics	male	18
1822	Engineering	female	3
1822	Engineering	male	75
1822	Environmental science	female	3
1822	Environmental science	male	13
1822	Geography	female	1
1822	Geography	male	7
1822	Geology	male	31
1822	History	female	2
1822	History	male	102
1822	Materials science	male	23
1822	Mathematics	female	2
1822	Mathematics	male	81
1822	Medicine	female	10
1822	Medicine	male	128
1822	Philosophy	female	28
1822	Philosophy	male	208
1822	Physics	female	8
1822	Physics	male	251
1822	Political science	female	22
1822	Political science	male	307
1822	Psychology	female	27
1822	Psychology	male	47
1822	Sociology	female	2
1822	Sociology	male	11
1823	Art	female	20
1823	Art	male	167
1823	Biology	female	25
1823	Biology	male	248
1823	Business	male	7
1823	Chemistry	female	5
1823	Chemistry	male	73
1823	Computer science	female	11
1823	Computer science	male	158
1823	Economics	female	2
1823	Economics	male	21
1823	Engineering	female	3
1823	Engineering	male	78
1823	Environmental science	female	3
1823	Environmental science	male	13
1823	Geography	female	1
1823	Geography	male	7
1823	Geology	male	29
1823	History	female	3
1823	History	male	103
1823	Materials science	male	23
1823	Mathematics	female	2
1823	Mathematics	male	70
1823	Medicine	female	8
1823	Medicine	male	141
1823	Philosophy	female	25
1823	Philosophy	male	208
1823	Physics	female	9
1823	Physics	male	259
1823	Political science	female	23
1823	Political science	male	295
1823	Psychology	female	26
1823	Psychology	male	43
1823	Sociology	female	2
1823	Sociology	male	11
1824	Art	female	21
1824	Art	male	177
1824	Biology	female	24
1824	Biology	male	256
1824	Business	male	10
1824	Chemistry	female	5
1824	Chemistry	male	75
1824	Computer science	female	11
1824	Computer science	male	152
1824	Economics	female	2
1824	Economics	male	21
1824	Engineering	female	3
1824	Engineering	male	74
1824	Environmental science	female	3
1824	Environmental science	male	13
1824	Geography	female	1
1824	Geography	male	8
1824	Geology	male	32
1824	History	female	2
1824	History	male	104
1824	Materials science	male	24
1824	Mathematics	female	2
1824	Mathematics	male	80
1824	Medicine	female	9
1824	Medicine	male	131
1824	Philosophy	female	25
1824	Philosophy	male	209
1824	Physics	female	13
1824	Physics	male	276
1824	Political science	female	27
1824	Political science	male	321
1824	Psychology	female	26
1824	Psychology	male	58
1824	Sociology	female	2
1824	Sociology	male	10
1825	Art	female	21
1825	Art	male	182
1825	Biology	female	24
1825	Biology	male	274
1825	Business	male	5
1825	Chemistry	female	5
1825	Chemistry	male	73
1825	Computer science	female	12
1825	Computer science	male	156
1825	Economics	female	2
1825	Economics	male	19
1825	Engineering	female	3
1825	Engineering	male	75
1825	Environmental science	female	3
1825	Environmental science	male	15
1825	Geography	female	1
1825	Geography	male	7
1825	Geology	male	30
1825	History	female	2
1825	History	male	110
1825	Materials science	male	23
1825	Mathematics	female	2
1825	Mathematics	male	67
1825	Medicine	female	8
1825	Medicine	male	135
1825	Philosophy	female	24
1825	Philosophy	male	223
1825	Physics	female	11
1825	Physics	male	267
1825	Political science	female	31
1825	Political science	male	318
1825	Psychology	female	26
1825	Psychology	male	49
1825	Sociology	female	2
1825	Sociology	male	10
1826	Art	female	22
1826	Art	male	185
1826	Biology	female	26
1826	Biology	male	275
1826	Business	male	10
1826	Chemistry	female	5
1826	Chemistry	male	74
1826	Computer science	female	11
1826	Computer science	male	160
1826	Economics	female	2
1826	Economics	male	22
1826	Engineering	female	3
1826	Engineering	male	78
1826	Environmental science	female	3
1826	Environmental science	male	16
1826	Geography	female	1
1826	Geography	male	8
1826	Geology	male	30
1826	History	female	2
1826	History	male	116
1826	Materials science	male	24
1826	Mathematics	female	2
1826	Mathematics	male	76
1826	Medicine	female	8
1826	Medicine	male	135
1826	Philosophy	female	23
1826	Philosophy	male	212
1826	Physics	female	10
1826	Physics	male	292
1826	Political science	female	31
1826	Political science	male	322
1826	Psychology	female	27
1826	Psychology	male	48
1826	Sociology	female	2
1826	Sociology	male	11
1827	Art	female	22
1827	Art	male	190
1827	Biology	female	27
1827	Biology	male	274
1827	Business	male	5
1827	Chemistry	female	4
1827	Chemistry	male	76
1827	Computer science	female	11
1827	Computer science	male	163
1827	Economics	female	2
1827	Economics	male	24
1827	Engineering	female	3
1827	Engineering	male	76
1827	Environmental science	female	3
1827	Environmental science	male	17
1827	Geography	female	1
1827	Geography	male	7
1827	Geology	male	31
1827	History	female	2
1827	History	male	117
1827	Materials science	male	24
1827	Mathematics	female	3
1827	Mathematics	male	77
1827	Medicine	female	8
1827	Medicine	male	167
1827	Philosophy	female	25
1827	Philosophy	male	231
1827	Physics	female	10
1827	Physics	male	309
1827	Political science	female	33
1827	Political science	male	333
1827	Psychology	female	26
1827	Psychology	male	53
1827	Sociology	female	2
1827	Sociology	male	8
1828	Art	female	22
1828	Art	male	195
1828	Biology	female	23
1828	Biology	male	290
1828	Business	male	10
1828	Chemistry	female	4
1828	Chemistry	male	78
1828	Computer science	female	11
1828	Computer science	male	174
1828	Economics	female	2
1828	Economics	male	19
1828	Engineering	female	3
1828	Engineering	male	78
1828	Environmental science	female	3
1828	Environmental science	male	18
1828	Geography	female	1
1828	Geography	male	8
1828	Geology	male	30
1828	History	female	5
1828	History	male	121
1828	Materials science	male	26
1828	Mathematics	female	2
1828	Mathematics	male	87
1828	Medicine	female	10
1828	Medicine	male	222
1828	Philosophy	female	23
1828	Philosophy	male	228
1828	Physics	female	11
1828	Physics	male	318
1828	Political science	female	29
1828	Political science	male	328
1828	Psychology	female	26
1828	Psychology	male	50
1828	Sociology	female	2
1828	Sociology	male	9
1829	Art	female	23
1829	Art	male	195
1829	Biology	female	26
1829	Biology	male	318
1829	Business	male	12
1829	Chemistry	female	4
1829	Chemistry	male	83
1829	Computer science	female	11
1829	Computer science	male	166
1829	Economics	female	2
1829	Economics	male	19
1829	Engineering	female	3
1829	Engineering	male	79
1829	Environmental science	female	3
1829	Environmental science	male	17
1829	Geography	female	1
1829	Geography	male	6
1829	Geology	male	34
1829	History	female	4
1829	History	male	131
1829	Materials science	male	26
1829	Mathematics	female	2
1829	Mathematics	male	92
1829	Medicine	female	10
1829	Medicine	male	244
1829	Philosophy	female	23
1829	Philosophy	male	243
1829	Physics	female	13
1829	Physics	male	306
1829	Political science	female	31
1829	Political science	male	351
1829	Psychology	female	26
1829	Psychology	male	51
1829	Sociology	female	2
1829	Sociology	male	9
1830	Art	female	23
1830	Art	male	221
1830	Biology	female	25
1830	Biology	male	351
1830	Business	male	10
1830	Chemistry	female	4
1830	Chemistry	male	85
1830	Computer science	female	11
1830	Computer science	male	186
1830	Economics	female	2
1830	Economics	male	22
1830	Engineering	female	3
1830	Engineering	male	85
1830	Environmental science	female	3
1830	Environmental science	male	14
1830	Geography	female	1
1830	Geography	male	8
1830	Geology	male	36
1830	History	female	7
1830	History	male	140
1830	Materials science	male	27
1830	Mathematics	female	2
1830	Mathematics	male	114
1830	Medicine	female	15
1830	Medicine	male	281
1830	Philosophy	female	24
1830	Philosophy	male	263
1830	Physics	female	11
1830	Physics	male	382
1830	Political science	female	33
1830	Political science	male	378
1830	Psychology	female	28
1830	Psychology	male	60
1830	Sociology	female	2
1830	Sociology	male	9
1831	Art	female	23
1831	Art	male	214
1831	Biology	female	25
1831	Biology	male	345
1831	Business	male	5
1831	Chemistry	female	4
1831	Chemistry	male	83
1831	Computer science	female	15
1831	Computer science	male	177
1831	Economics	female	2
1831	Economics	male	22
1831	Engineering	female	3
1831	Engineering	male	80
1831	Environmental science	female	3
1831	Environmental science	male	19
1831	Geography	female	1
1831	Geography	male	6
1831	Geology	male	32
1831	History	female	3
1831	History	male	123
1831	Materials science	male	25
1831	Mathematics	female	2
1831	Mathematics	male	90
1831	Medicine	female	14
1831	Medicine	male	297
1831	Philosophy	female	23
1831	Philosophy	male	258
1831	Physics	female	15
1831	Physics	male	329
1831	Political science	female	33
1831	Political science	male	358
1831	Psychology	female	29
1831	Psychology	male	60
1831	Sociology	female	2
1831	Sociology	male	12
1832	Art	female	24
1832	Art	male	216
1832	Biology	female	23
1832	Biology	male	360
1832	Business	male	6
1832	Chemistry	female	4
1832	Chemistry	male	84
1832	Computer science	female	12
1832	Computer science	male	178
1832	Economics	female	2
1832	Economics	male	22
1832	Engineering	female	3
1832	Engineering	male	83
1832	Environmental science	female	3
1832	Environmental science	male	21
1832	Geography	female	1
1832	Geography	male	8
1832	Geology	male	37
1832	History	female	3
1832	History	male	149
1832	Materials science	male	27
1832	Mathematics	female	2
1832	Mathematics	male	86
1832	Medicine	female	15
1832	Medicine	male	367
1832	Philosophy	female	25
1832	Philosophy	male	255
1832	Physics	female	13
1832	Physics	male	335
1832	Political science	female	32
1832	Political science	male	383
1832	Psychology	female	28
1832	Psychology	male	54
1832	Sociology	female	2
1832	Sociology	male	11
1833	Art	female	24
1833	Art	male	224
1833	Biology	female	25
1833	Biology	male	395
1833	Business	male	12
1833	Chemistry	female	4
1833	Chemistry	male	88
1833	Computer science	female	13
1833	Computer science	male	180
1833	Economics	female	2
1833	Economics	male	23
1833	Engineering	female	3
1833	Engineering	male	87
1833	Environmental science	female	3
1833	Environmental science	male	18
1833	Geography	female	1
1833	Geography	male	7
1833	Geology	male	32
1833	History	female	4
1833	History	male	125
1833	Materials science	male	26
1833	Mathematics	female	2
1833	Mathematics	male	105
1833	Medicine	female	16
1833	Medicine	male	393
1833	Philosophy	female	24
1833	Philosophy	male	266
1833	Physics	female	13
1833	Physics	male	333
1833	Political science	female	31
1833	Political science	male	426
1833	Psychology	female	28
1833	Psychology	male	59
1833	Sociology	female	2
1833	Sociology	male	13
1834	Art	female	25
1834	Art	male	237
1834	Biology	female	27
1834	Biology	male	423
1834	Business	male	9
1834	Chemistry	female	4
1834	Chemistry	male	91
1834	Computer science	female	13
1834	Computer science	male	177
1834	Economics	female	2
1834	Economics	male	23
1834	Engineering	female	5
1834	Engineering	male	86
1834	Environmental science	female	3
1834	Environmental science	male	19
1834	Geography	female	1
1834	Geography	male	7
1834	Geology	male	33
1834	History	female	12
1834	History	male	147
1834	Materials science	male	28
1834	Mathematics	female	2
1834	Mathematics	male	98
1834	Medicine	female	17
1834	Medicine	male	408
1834	Philosophy	female	27
1834	Philosophy	male	281
1834	Physics	female	16
