NewAuthorId	issn	Year	Count
267828	1744117X	2013	1
267828	1744117X	2014	4
267828	1744117X	2015	2
267828	1744117X	2016	1
267828	1744117X	2017	2
267828	1744117X	2018	2
267828	1744117X	2019	3
268010	1744117X	2016	1
268010	1744117X	2019	2
268098	1744117X	2019	3
268111	1744117X	2007	1
268439	1744117X	2017	1
268890	1744117X	2014	2
268890	1744117X	2018	1
269212	1744117X	2019	1
269475	1744117X	2018	1
269824	1744117X	2017	1
269824	1744117X	2019	1
273469	1744117X	2018	1
274114	1744117X	2019	1
274716	1744117X	2018	1
277038	1744117X	2010	2
277038	1744117X	2013	1
277038	1744117X	2017	1
277362	1744117X	2010	1
278152	1744117X	2013	1
278832	1744117X	2006	1
278832	1744117X	2009	1
278832	1744117X	2011	2
278832	1744117X	2012	1
278832	1744117X	2016	1
278832	1744117X	2018	3
279142	1744117X	2019	1
280818	1744117X	2018	1
281816	1744117X	2019	1
282834	1744117X	2010	1
282859	1744117X	2014	1
283630	1744117X	2011	1
284201	1744117X	2009	1
284201	1744117X	2011	1
285608	1744117X	2014	1
286194	1744117X	2019	1
286647	1744117X	2006	1
287562	1744117X	2012	1
288067	1744117X	2019	1
289956	1744117X	2011	1
290459	1744117X	2013	1
292475	1744117X	2006	2
292475	1744117X	2013	1
292475	1744117X	2014	1
292493	1744117X	2018	1
293366	1744117X	2009	1
295290	1744117X	2018	1
295523	1744117X	2012	1
295545	1744117X	2009	1
296072	1744117X	2018	1
299138	1744117X	2006	1
299138	1744117X	2018	1
299402	1744117X	2019	2
300433	1744117X	2012	1
300433	1744117X	2015	1
300433	1744117X	2017	1
300433	1744117X	2018	2
301143	1744117X	2012	1
301347	1744117X	2010	1
302119	1744117X	2014	1
302439	1744117X	2011	1
302515	1744117X	2010	1
302600	1744117X	2010	1
302600	1744117X	2013	3
302881	1744117X	2017	1
303440	1744117X	2018	1
303523	1744117X	2006	1
304254	1744117X	2006	1
307075	1744117X	2010	1
308312	1744117X	2009	1
308366	1744117X	2006	1
308366	1744117X	2018	1
308636	1744117X	2019	2
308840	1744117X	2006	4
309060	1744117X	2017	1
309280	1744117X	2008	1
309280	1744117X	2017	1
309340	1744117X	2017	1
309604	1744117X	2019	1
312611	1744117X	2013	1
312666	1744117X	2006	1
312666	1744117X	2007	1
312666	1744117X	2009	2
312666	1744117X	2010	4
312666	1744117X	2011	3
312666	1744117X	2012	2
312666	1744117X	2013	4
312666	1744117X	2014	2
312666	1744117X	2016	1
312666	1744117X	2019	2
313244	1744117X	2013	1
314001	1744117X	2018	1
315750	1744117X	2014	1
316522	1744117X	2016	1
318454	1744117X	2015	1
318773	1744117X	2011	1
321924	1744117X	2012	1
323179	1744117X	2012	1
323246	1744117X	2010	1
324081	1744117X	2013	1
325236	1744117X	2017	1
327224	1744117X	2016	1
328899	1744117X	2015	1
328899	1744117X	2018	1
328982	1744117X	2014	1
328982	1744117X	2019	2
329391	1744117X	2015	1
329391	1744117X	2017	1
329455	1744117X	2018	1
329849	1744117X	2016	1
330257	1744117X	2013	1
330257	1744117X	2016	1
330642	1744117X	2014	1
332969	1744117X	2017	1
332969	1744117X	2018	1
334244	1744117X	2006	1
334244	1744117X	2007	1
334244	1744117X	2008	1
334244	1744117X	2016	1
334337	1744117X	2017	1
335248	1744117X	2006	1
335248	1744117X	2012	1
335595	1744117X	2006	1
335595	1744117X	2008	1
335697	1744117X	2018	1
335982	1744117X	2019	1
337319	1744117X	2010	1
337319	1744117X	2015	1
338451	1744117X	2009	1
338451	1744117X	2010	1
338587	1744117X	2017	2
338906	1744117X	2006	2
338906	1744117X	2019	1
339283	1744117X	2016	1
339753	1744117X	2007	1
339753	1744117X	2017	1
340710	1744117X	2007	1
340710	1744117X	2011	1
341159	1744117X	2007	2
341159	1744117X	2008	1
341159	1744117X	2009	1
341159	1744117X	2010	1
341159	1744117X	2011	1
341159	1744117X	2015	1
341159	1744117X	2016	1
342262	1744117X	2012	1
342660	1744117X	2019	1
342686	1744117X	2008	1
345722	1744117X	2014	1
345885	1744117X	2019	1
347310	1744117X	2006	1
347310	1744117X	2018	1
348337	1744117X	2012	1
348337	1744117X	2013	1
349519	1744117X	2006	1
352994	1744117X	2014	1
353447	1744117X	2011	2
354084	1744117X	2018	1
356429	1744117X	2016	1
357653	1744117X	2019	1
358093	1744117X	2016	1
358093	1744117X	2018	2
358313	1744117X	2012	2
358800	1744117X	2009	1
360058	1744117X	2011	1
360624	1744117X	2008	1
361050	1744117X	2010	1
361050	1744117X	2012	3
361050	1744117X	2013	1
361050	1744117X	2015	1
361050	1744117X	2019	5
362553	1744117X	2018	1
363201	1744117X	2010	1
363404	1744117X	2016	1
363867	1744117X	2017	1
364423	1744117X	2016	2
364641	1744117X	2019	2
369999	1744117X	2018	1
370534	1744117X	2007	1
370754	1744117X	2019	2
370926	1744117X	2010	2
370926	1744117X	2011	1
371214	1744117X	2013	2
371214	1744117X	2016	1
371707	1744117X	2017	1
372484	1744117X	2013	1
372498	1744117X	2019	1
373990	1744117X	2017	1
374263	1744117X	2015	1
375018	1744117X	2015	1
375854	1744117X	2009	3
376976	1744117X	2014	1
378039	1744117X	2011	1
378370	1744117X	2011	2
380067	1744117X	2017	1
380971	1744117X	2008	1
380971	1744117X	2012	1
380971	1744117X	2018	1
381331	1744117X	2007	1
381331	1744117X	2014	1
381331	1744117X	2015	1
381331	1744117X	2018	1
381331	1744117X	2019	2
382370	1744117X	2016	1
383255	1744117X	2007	1
383255	1744117X	2011	3
383255	1744117X	2013	1
383740	1744117X	2012	1
383955	1744117X	2016	1
385209	1744117X	2012	2
385423	1744117X	2011	2
385423	1744117X	2017	1
388192	1744117X	2012	1
388273	1744117X	2006	1
389187	1744117X	2009	1
389207	1744117X	2008	1
390574	1744117X	2013	1
390589	1744117X	2012	9
390589	1744117X	2017	1
390589	1744117X	2019	6
391802	1744117X	2013	1
391802	1744117X	2018	1
392506	1744117X	2013	1
393630	1744117X	2006	1
394152	1744117X	2011	1
395560	1744117X	2018	1
396233	1744117X	2015	1
396831	1744117X	2012	4
397868	1744117X	2017	1
397956	1744117X	2006	1
397956	1744117X	2017	1
399050	1744117X	2017	1
399247	1744117X	2007	2
399247	1744117X	2009	1
399247	1744117X	2010	1
399247	1744117X	2011	1
399247	1744117X	2013	1
399247	1744117X	2014	1
399247	1744117X	2015	1
399247	1744117X	2016	1
399247	1744117X	2018	1
399504	1744117X	2009	1
400443	1744117X	2011	1
400443	1744117X	2017	1
400930	1744117X	2009	1
401692	1744117X	2014	1
401692	1744117X	2016	1
404676	1744117X	2011	1
404676	1744117X	2013	4
404676	1744117X	2016	9
406204	1744117X	2017	1
406739	1744117X	2016	1
408467	1744117X	2009	1
408568	1744117X	2006	2
408568	1744117X	2016	1
408623	1744117X	2019	1
408886	1744117X	2009	1
408887	1744117X	2009	1
408887	1744117X	2011	1
408887	1744117X	2018	1
409844	1744117X	2019	1
410190	1744117X	2014	1
410190	1744117X	2016	1
410272	1744117X	2011	1
410272	1744117X	2012	4
410272	1744117X	2013	3
410272	1744117X	2014	2
410272	1744117X	2015	2
410272	1744117X	2016	2
410272	1744117X	2018	1
410295	1744117X	2014	1
411139	1744117X	2018	2
411849	1744117X	2014	1
413222	1744117X	2019	1
414697	1744117X	2008	1
415327	1744117X	2011	1
415691	1744117X	2017	1
415691	1744117X	2018	1
416917	1744117X	2015	1
418199	1744117X	2019	1
419335	1744117X	2008	1
419335	1744117X	2010	2
419335	1744117X	2017	1
419606	1744117X	2017	1
419628	1744117X	2019	1
419863	1744117X	2015	1
422450	1744117X	2007	1
423030	1744117X	2011	1
423030	1744117X	2012	1
423070	1744117X	2017	1
423382	1744117X	2007	1
423636	1744117X	2006	1
423705	1744117X	2017	2
423915	1744117X	2018	1
424267	1744117X	2008	1
425586	1744117X	2007	1
425586	1744117X	2009	4
425586	1744117X	2010	1
425586	1744117X	2011	3
425586	1744117X	2012	2
425586	1744117X	2013	2
425586	1744117X	2014	1
425586	1744117X	2016	1
425586	1744117X	2017	2
425586	1744117X	2018	2
425586	1744117X	2019	4
425701	1744117X	2016	1
425896	1744117X	2011	3
425896	1744117X	2018	2
425896	1744117X	2019	2
426062	1744117X	2008	3
426062	1744117X	2018	1
426274	1744117X	2010	1
427627	1744117X	2008	1
428403	1744117X	2006	1
428403	1744117X	2019	4
428791	1744117X	2011	1
429177	1744117X	2015	1
429575	1744117X	2017	1
429639	1744117X	2008	3
429639	1744117X	2010	1
429639	1744117X	2011	1
429973	1744117X	2011	1
429973	1744117X	2013	1
431542	1744117X	2016	1
431935	1744117X	2007	2
431935	1744117X	2008	1
431935	1744117X	2015	1
432264	1744117X	2015	1
432305	1744117X	2013	1
432857	1744117X	2007	2
432857	1744117X	2011	1
435336	1744117X	2019	1
435733	1744117X	2019	1
438760	1744117X	2017	1
440847	1744117X	2007	1
441396	1744117X	2017	2
441396	1744117X	2018	2
441396	1744117X	2019	2
441475	1744117X	2011	2
441475	1744117X	2014	1
441475	1744117X	2018	1
444539	1744117X	2016	1
445406	1744117X	2010	1
445406	1744117X	2012	1
446346	1744117X	2013	1
446623	1744117X	2006	3
446623	1744117X	2010	1
447178	1744117X	2017	1
447299	1744117X	2009	2
448407	1744117X	2013	9
448407	1744117X	2019	1
448960	1744117X	2007	1
449201	1744117X	2011	1
450036	1744117X	2018	1
452656	1744117X	2015	1
453111	1744117X	2015	1
453219	1744117X	2010	1
453219	1744117X	2012	3
453219	1744117X	2013	1
453219	1744117X	2014	2
453219	1744117X	2015	2
453219	1744117X	2018	2
453219	1744117X	2019	2
454351	1744117X	2011	1
455316	1744117X	2006	2
455316	1744117X	2008	1
455316	1744117X	2009	2
455316	1744117X	2011	1
455316	1744117X	2012	1
455316	1744117X	2015	1
455316	1744117X	2016	2
455316	1744117X	2019	1
456113	1744117X	2006	3
458035	1744117X	2017	1
458105	1744117X	2013	1
458105	1744117X	2016	1
458673	1744117X	2017	1
459201	1744117X	2016	1
460216	1744117X	2016	1
460216	1744117X	2017	1
460231	1744117X	2017	1
460231	1744117X	2018	1
460231	1744117X	2019	1
460324	1744117X	2006	1
461906	1744117X	2015	1
461906	1744117X	2017	1
462763	1744117X	2019	1
464128	1744117X	2011	1
464871	1744117X	2008	1
465569	1744117X	2017	1
465671	1744117X	2018	1
466806	1744117X	2013	1
468101	1744117X	2018	1
469158	1744117X	2012	1
469158	1744117X	2016	1
469158	1744117X	2017	3
469158	1744117X	2019	4
469348	1744117X	2009	1
471229	1744117X	2015	2
471260	1744117X	2015	1
471348	1744117X	2019	1
473050	1744117X	2016	1
473050	1744117X	2018	1
473740	1744117X	2008	2
474109	1744117X	2013	1
474109	1744117X	2014	1
474241	1744117X	2006	1
474241	1744117X	2012	1
474241	1744117X	2014	2
475948	1744117X	2012	2
475948	1744117X	2017	3
475948	1744117X	2019	1
476960	1744117X	2012	1
477036	1744117X	2019	1
479480	1744117X	2007	3
481920	1744117X	2017	1
485239	1744117X	2014	2
485239	1744117X	2017	2
485239	1744117X	2018	1
491432	1744117X	2008	1
491432	1744117X	2010	1
491432	1744117X	2018	1
491432	1744117X	2019	1
492617	1744117X	2008	1
492617	1744117X	2015	1
509855	1744117X	2010	1
509855	1744117X	2013	1
509855	1744117X	2014	1
510953	1744117X	2012	1
514325	1744117X	2013	1
515107	1744117X	2010	1
516243	1744117X	2016	1
518615	1744117X	2009	2
518615	1744117X	2011	1
518615	1744117X	2016	3
522555	1744117X	2007	1
522555	1744117X	2014	1
522555	1744117X	2018	1
532714	1744117X	2010	1
546142	1744117X	2014	1
551923	1744117X	2007	2
551923	1744117X	2011	2
553104	1744117X	2008	1
561239	1744117X	2018	1
565646	1744117X	2010	1
565646	1744117X	2019	1
569771	1744117X	2009	1
569771	1744117X	2012	1
569771	1744117X	2018	2
570113	1744117X	2011	1
570801	1744117X	2010	1
570801	1744117X	2019	3
580129	1744117X	2010	1
580129	1744117X	2011	1
580129	1744117X	2013	1
580129	1744117X	2018	1
585563	1744117X	2008	1
585563	1744117X	2009	3
585563	1744117X	2010	2
585563	1744117X	2011	2
587871	1744117X	2011	1
588027	1744117X	2012	2
596231	1744117X	2007	1
610425	1744117X	2011	1
610425	1744117X	2012	1
614434	1744117X	2010	1
614434	1744117X	2011	1
616248	1744117X	2019	1
621153	1744117X	2007	1
