NewAuthorId	issn	Year	Count
86372273	1744117X	2013	2
86372273	1744117X	2014	3
86372273	1744117X	2016	1
86372273	1744117X	2018	1
86372273	1744117X	2019	1
86773450	1744117X	2013	1
86840253	1744117X	2007	1
87379564	1744117X	2017	1
88712230	1744117X	2015	1
90183038	1744117X	2007	1
90605966	1744117X	2015	1
90653172	1744117X	2011	1
91046235	1744117X	2009	1
91046235	1744117X	2010	1
92089987	1744117X	2015	1
93121530	1744117X	2011	1
93292315	1744117X	2010	1
93693066	1744117X	2011	1
93693066	1744117X	2015	1
95019711	1744117X	2017	1
95364721	1744117X	2007	1
95474350	1744117X	2006	1
95553436	1744117X	2006	1
95845878	1744117X	2019	1
96030211	1744117X	2008	1
97114152	1744117X	2009	1
98346027	1744117X	2006	2
98346027	1744117X	2013	1
98802644	1744117X	2006	2
98802644	1744117X	2008	1
98802644	1744117X	2011	1
99259826	1744117X	2006	1
99259826	1744117X	2011	1
99378713	1744117X	2018	1
101114734	1744117X	2006	1
101424531	1744117X	2013	1
102513903	1744117X	2009	1
102678908	1744117X	2012	1
102972219	1744117X	2012	1
103662987	1744117X	2010	1
104088109	1744117X	2006	1
104372386	1744117X	2007	1
104680388	1744117X	2011	1
106009688	1744117X	2011	1
106120251	1744117X	2011	1
106120251	1744117X	2016	1
107261379	1744117X	2008	1
107371047	1744117X	2006	1
107552310	1744117X	2012	1
107559970	1744117X	2011	1
107831683	1744117X	2011	1
107902922	1744117X	2008	1
107940444	1744117X	2008	1
108057417	1744117X	2008	1
108057417	1744117X	2009	2
108057417	1744117X	2010	1
108057417	1744117X	2012	2
108328438	1744117X	2008	1
108328438	1744117X	2009	3
108328438	1744117X	2010	2
108328438	1744117X	2011	1
108581685	1744117X	2007	1
109562614	1744117X	2019	1
109650673	1744117X	2011	1
109650673	1744117X	2014	1
109650673	1744117X	2017	4
109650673	1744117X	2018	2
109650673	1744117X	2019	1
109736803	1744117X	2018	1
111120717	1744117X	2011	1
111177757	1744117X	2006	1
111707166	1744117X	2008	1
111707166	1744117X	2011	2
111707166	1744117X	2013	1
111707166	1744117X	2016	1
112320491	1744117X	2013	1
115008826	1744117X	2019	1
115909490	1744117X	2016	1
115954176	1744117X	2007	1
116051291	1744117X	2010	1
116789983	1744117X	2010	1
117120938	1744117X	2007	1
118109564	1744117X	2007	1
118181274	1744117X	2015	1
119200537	1744117X	2007	1
120189907	1744117X	2012	1
120189907	1744117X	2015	1
120189907	1744117X	2018	1
120818364	1744117X	2007	1
122522692	1744117X	2012	1
125391961	1744117X	2019	1
125458000	1744117X	2008	1
125458000	1744117X	2011	1
125458000	1744117X	2012	1
125458000	1744117X	2016	1
125836887	1744117X	2011	1
127520304	1744117X	2018	1
128539999	1744117X	2010	1
130363774	1744117X	2018	2
130363774	1744117X	2019	1
139708479	1744117X	2012	1
142640907	1744117X	2012	1
143380281	1744117X	2007	1
143505235	1744117X	2006	1
145676552	1744117X	2019	1
147185610	1744117X	2007	1
147185610	1744117X	2008	1
147447514	1744117X	2010	1
147638552	1744117X	2013	1
147638552	1744117X	2019	3
147675621	1744117X	2006	1
147891924	1744117X	2011	1
149155736	1744117X	2018	1
151261145	1744117X	2017	1
151261145	1744117X	2019	1
151703221	1744117X	2017	1
151767997	1744117X	2018	1
151858378	1744117X	2017	1
151935472	1744117X	2011	1
152420166	1744117X	2013	1
152444590	1744117X	2017	1
152446471	1744117X	2007	1
155132507	1744117X	2014	1
155301432	1744117X	2016	1
155304335	1744117X	2007	1
156778399	1744117X	2006	1
157350396	1744117X	2010	3
157350396	1744117X	2018	1
157380294	1744117X	2007	1
157388710	1744117X	2016	1
157588726	1744117X	2015	1
157588726	1744117X	2019	1
157944376	1744117X	2013	1
158343818	1744117X	2015	1
158808814	1744117X	2012	1
159008101	1744117X	2010	1
159215064	1744117X	2014	1
159215064	1744117X	2016	3
159215064	1744117X	2019	2
159391690	1744117X	2014	1
159391690	1744117X	2015	1
160037217	1744117X	2011	1
160037217	1744117X	2015	2
160154426	1744117X	2013	1
160264200	1744117X	2017	1
168177475	1744117X	2012	1
168177475	1744117X	2017	1
168177475	1744117X	2018	1
181763124	1744117X	2018	1
196818955	1744117X	2017	1
196955232	1744117X	2009	1
196955232	1744117X	2019	1
197951114	1744117X	2013	1
198987747	1744117X	2012	1
198987747	1744117X	2013	1
199248000	1744117X	2016	1
199823932	1744117X	2007	1
199941321	1744117X	2007	1
201266361	1744117X	2013	1
202869569	1744117X	2017	1
202869569	1744117X	2018	1
203537910	1744117X	2018	1
204920256	1744117X	2015	2
205049350	1744117X	2015	1
205583185	1744117X	2017	1
205930055	1744117X	2009	1
210185151	1744117X	2006	1
212697764	1744117X	2006	1
212697764	1744117X	2007	1
212697764	1744117X	2010	1
213193249	1744117X	2016	1
213382380	1744117X	2011	1
213457075	1744117X	2017	1
213656093	1744117X	2007	1
214682524	1744117X	2015	1
214700447	1744117X	2007	1
214700447	1744117X	2016	3
214800484	1744117X	2016	1
215039519	1744117X	2017	1
215039519	1744117X	2018	1
215039519	1744117X	2019	2
