Field	Year	gender
Political science	1974	male
Economics	1974	male
Biology	1974	male
Economics	1974	male
Economics	1974	male
Chemistry	1974	male
Mathematics	1974	male
Political science	1974	male
Medicine	1974	male
Political science	1974	male
Physics	1974	male
Biology	1974	male
Biology	1974	male
Physics	1974	male
Economics	1974	male
Political science	1974	male
Mathematics	1974	male
Mathematics	1974	male
Computer science	1974	male
Economics	1974	male
Biology	1974	male
Physics	1974	male
Chemistry	1974	male
Biology	1974	male
Biology	1974	male
Medicine	1974	male
Biology	1974	male
Medicine	1974	male
Economics	1974	male
Philosophy	1974	male
Economics	1974	male
Biology	1974	male
Physics	1974	male
Mathematics	1974	male
Physics	1974	male
Physics	1974	male
Chemistry	1974	male
Physics	1974	male
Physics	1974	male
Economics	1974	male
Economics	1974	male
Chemistry	1974	male
Physics	1974	male
Physics	1974	male
Biology	1974	female
Physics	1974	male
Chemistry	1974	male
Economics	1974	male
Mathematics	1974	male
Physics	1974	male
Physics	1974	male
Biology	1974	male
Physics	1974	male
Economics	1974	male
Physics	1974	male
Engineering	1974	male
Computer science	1974	male
Medicine	1974	male
Chemistry	1974	male
Biology	1974	female
Biology	1974	male
Biology	1974	male
Physics	1974	male
Mathematics	1974	male
Economics	1974	male
Computer science	1974	male
Physics	1974	male
Biology	1974	male
Mathematics	1974	male
Physics	1974	female
Economics	1975	male
Economics	1975	male
Economics	1975	male
Biology	1975	male
Economics	1975	male
Economics	1975	male
Mathematics	1975	male
Biology	1975	male
Business	1975	male
Economics	1975	male
Mathematics	1975	male
Economics	1975	male
Mathematics	1975	male
Physics	1975	male
Chemistry	1975	male
Psychology	1975	male
Biology	1975	female
Economics	1975	male
Biology	1975	male
Physics	1975	male
Psychology	1975	male
Political science	1975	male
Economics	1975	male
Economics	1975	male
Physics	1975	male
Economics	1975	male
Economics	1975	male
Economics	1975	male
Economics	1975	male
Political science	1975	male
Economics	1975	male
Psychology	1975	male
Political science	1975	male
Mathematics	1975	male
Psychology	1975	male
Medicine	1975	male
Mathematics	1975	male
Medicine	1975	male
Biology	1975	male
Biology	1975	female
Political science	1975	male
Materials science	1975	male
Economics	1975	male
Biology	1975	male
Mathematics	1975	male
Economics	1975	male
Economics	1975	male
Chemistry	1975	male
Mathematics	1975	male
Political science	1975	male
Physics	1975	female
Medicine	1975	male
Political science	1975	male
Physics	1975	male
Mathematics	1975	male
Geology	1975	male
Physics	1975	male
Biology	1975	male
Biology	1975	male
Biology	1975	male
Physics	1975	male
Economics	1975	male
Political science	1975	male
Geology	1975	male
Mathematics	1975	male
Mathematics	1975	male
Computer science	1975	male
Economics	1975	male
Biology	1975	male
Medicine	1975	male
Physics	1975	male
Physics	1975	male
Physics	1975	male
Chemistry	1975	male
Biology	1975	male
Biology	1975	male
Medicine	1975	male
Biology	1975	male
Medicine	1975	male
Economics	1975	male
Philosophy	1975	male
Economics	1975	male
Biology	1975	male
Physics	1975	male
Mathematics	1975	male
Physics	1975	male
Physics	1975	male
Physics	1975	male
Chemistry	1975	male
Physics	1975	male
Physics	1975	male
Economics	1975	male
Economics	1975	male
Physics	1975	male
Chemistry	1975	male
Physics	1975	male
Physics	1975	male
Biology	1975	female
Physics	1975	male
Chemistry	1975	male
Economics	1975	male
Mathematics	1975	male
Physics	1975	male
Biology	1975	male
Physics	1975	male
Economics	1975	male
Physics	1975	male
Engineering	1975	male
Computer science	1975	male
Biology	1975	male
Medicine	1975	male
Chemistry	1975	male
Physics	1975	male
Mathematics	1975	male
Biology	1975	female
Biology	1975	male
Chemistry	1975	male
Biology	1975	male
Physics	1975	female
Physics	1975	male
Mathematics	1975	male
Physics	1975	male
Economics	1975	male
Economics	1975	male
Sociology	1975	male
Computer science	1975	male
Physics	1975	male
Biology	1975	male
Computer science	1975	male
Mathematics	1975	male
Economics	1975	male
Business	1975	male
Physics	1975	female
Biology	1975	male
Computer science	1976	male
Engineering	1976	female
Economics	1976	male
Economics	1976	male
Economics	1976	male
Computer science	1976	male
Biology	1976	male
Computer science	1976	male
Biology	1976	male
Economics	1976	male
Computer science	1976	male
Economics	1976	male
Mathematics	1976	male
Biology	1976	male
Economics	1976	male
Mathematics	1976	male
Business	1976	male
Economics	1976	male
Mathematics	1976	male
Economics	1976	male
Mathematics	1976	male
Physics	1976	male
Mathematics	1976	male
Economics	1976	male
Chemistry	1976	male
Psychology	1976	male
Biology	1976	female
Economics	1976	male
Computer science	1976	male
Biology	1976	male
Psychology	1976	male
Materials science	1976	male
Political science	1976	male
Physics	1976	male
Economics	1976	male
Economics	1976	male
Mathematics	1976	male
Biology	1976	male
Physics	1976	male
Mathematics	1976	male
Economics	1976	male
Economics	1976	male
Economics	1976	male
Economics	1976	male
Political science	1976	male
Economics	1976	male
Psychology	1976	male
Mathematics	1976	male
Political science	1976	male
Mathematics	1976	male
Psychology	1976	male
Medicine	1976	male
Mathematics	1976	male
Medicine	1976	male
Biology	1976	male
Mathematics	1976	male
Biology	1976	female
Computer science	1976	female
Political science	1976	male
Materials science	1976	male
Economics	1976	male
Computer science	1976	male
Mathematics	1976	male
Medicine	1976	male
Economics	1976	male
Economics	1976	male
Chemistry	1976	male
Mathematics	1976	male
Political science	1976	male
Physics	1976	female
Computer science	1976	male
Computer science	1976	male
Computer science	1976	male
Medicine	1976	male
Political science	1976	male
Physics	1976	male
Mathematics	1976	male
Sociology	1976	female
Geology	1976	male
Physics	1976	male
Biology	1976	male
Mathematics	1976	male
Biology	1976	male
Physics	1976	male
Economics	1976	male
Political science	1976	male
Geology	1976	male
Physics	1976	male
Chemistry	1976	male
Mathematics	1976	male
Mathematics	1976	male
Mathematics	1976	male
Computer science	1976	male
Biology	1976	male
Computer science	1976	male
Medicine	1976	male
Physics	1976	male
Physics	1976	male
Physics	1976	male
Biology	1976	male
Biology	1976	male
Chemistry	1976	male
Mathematics	1976	male
Biology	1976	male
Mathematics	1976	male
Biology	1976	male
Medicine	1976	male
Biology	1976	male
Mathematics	1976	male
Medicine	1976	male
Mathematics	1976	male
Economics	1976	male
Philosophy	1976	male
Economics	1976	male
Biology	1976	male
Physics	1976	male
Economics	1976	female
Biology	1976	male
Mathematics	1976	male
Physics	1976	male
Physics	1976	male
Chemistry	1976	male
Physics	1976	male
Physics	1976	male
Economics	1976	male
Economics	1976	male
Physics	1976	male
Chemistry	1976	male
Geology	1976	male
Physics	1976	male
Physics	1976	male
Mathematics	1976	male
Biology	1976	male
Biology	1976	female
Physics	1976	male
Biology	1976	male
Biology	1976	male
Chemistry	1976	male
Economics	1976	male
Mathematics	1976	male
Physics	1976	male
Biology	1976	male
Physics	1976	male
Physics	1976	male
Economics	1976	male
Physics	1976	male
Mathematics	1976	male
Computer science	1976	male
Physics	1976	male
Engineering	1976	male
Computer science	1976	male
Biology	1976	male
Medicine	1976	male
Chemistry	1976	male
Physics	1976	male
Mathematics	1976	male
Mathematics	1976	male
Biology	1976	female
Biology	1976	male
Biology	1976	male
Computer science	1976	male
Physics	1976	male
Engineering	1976	male
Biology	1976	male
Physics	1976	female
Biology	1976	female
Physics	1976	male
Mathematics	1976	male
Physics	1976	male
Economics	1976	male
Computer science	1976	male
Mathematics	1976	male
Economics	1976	male
Sociology	1976	male
Computer science	1976	male
Mathematics	1976	male
Physics	1976	male
Biology	1976	male
Computer science	1976	male
Mathematics	1976	male
Economics	1976	male
Business	1976	male
Physics	1976	female
Biology	1976	male
Computer science	1977	male
Engineering	1977	female
Economics	1977	male
Economics	1977	male
Physics	1977	male
Economics	1977	male
Computer science	1977	male
Biology	1977	female
Computer science	1977	male
Biology	1977	male
Physics	1977	male
Economics	1977	male
Medicine	1977	male
Economics	1977	male
Mathematics	1977	male
Chemistry	1977	male
Biology	1977	male
Economics	1977	male
Mathematics	1977	male
Philosophy	1977	male
Economics	1977	male
Economics	1977	male
Economics	1977	male
Mathematics	1977	male
Economics	1977	male
Mathematics	1977	male
Physics	1977	male
Mathematics	1977	male
Economics	1977	male
Chemistry	1977	male
Psychology	1977	male
Biology	1977	female
Economics	1977	male
Computer science	1977	male
Biology	1977	male
Psychology	1977	male
Materials science	1977	male
Political science	1977	male
Physics	1977	male
Economics	1977	male
Economics	1977	male
Mathematics	1977	male
Biology	1977	male
Physics	1977	male
Mathematics	1977	male
Geology	1977	male
Economics	1977	male
Economics	1977	male
Economics	1977	male
Economics	1977	male
Sociology	1977	male
Political science	1977	male
Economics	1977	male
Psychology	1977	male
Mathematics	1977	male
Political science	1977	male
Mathematics	1977	male
Psychology	1977	male
Medicine	1977	male
Computer science	1977	male
Physics	1977	female
Mathematics	1977	male
Medicine	1977	male
Biology	1977	male
Mathematics	1977	male
Biology	1977	female
Computer science	1977	female
Political science	1977	male
Materials science	1977	male
Economics	1977	male
Physics	1977	male
Computer science	1977	male
Mathematics	1977	male
Medicine	1977	male
Mathematics	1977	male
Economics	1977	male
Economics	1977	male
Chemistry	1977	male
Economics	1977	male
Mathematics	1977	male
Economics	1977	male
Political science	1977	male
Physics	1977	female
Computer science	1977	male
Computer science	1977	male
Computer science	1977	male
Medicine	1977	male
Political science	1977	male
Physics	1977	male
Mathematics	1977	male
Sociology	1977	female
Geology	1977	male
Physics	1977	male
Psychology	1977	male
Biology	1977	male
Physics	1977	male
Mathematics	1977	male
Economics	1977	male
Biology	1977	male
Geology	1977	male
Physics	1977	male
Economics	1977	male
Political science	1977	male
Geology	1977	male
Physics	1977	male
Chemistry	1977	male
Biology	1977	male
Mathematics	1977	male
Mathematics	1977	male
Mathematics	1977	male
Computer science	1977	male
Biology	1977	male
Computer science	1977	male
Medicine	1977	male
Physics	1977	male
Biology	1977	male
Physics	1977	male
Mathematics	1977	male
Physics	1977	male
Psychology	1977	male
Mathematics	1977	male
Biology	1977	male
Biology	1977	male
Chemistry	1977	male
Mathematics	1977	male
Economics	1977	male
Biology	1977	male
Mathematics	1977	male
Biology	1977	male
Biology	1977	male
Economics	1977	male
Medicine	1977	male
Biology	1977	male
Chemistry	1977	male
Mathematics	1977	male
Physics	1977	male
Medicine	1977	male
Biology	1977	male
Mathematics	1977	male
Economics	1977	male
Philosophy	1977	male
Biology	1977	male
Economics	1977	male
Biology	1977	male
Physics	1977	male
Economics	1977	female
Mathematics	1977	male
Physics	1977	male
Biology	1977	male
Mathematics	1977	male
Physics	1977	male
Physics	1977	male
Chemistry	1977	male
Physics	1977	male
Physics	1977	male
Economics	1977	male
Economics	1977	male
Physics	1977	male
Biology	1977	female
Chemistry	1977	male
Physics	1977	female
Geology	1977	male
Chemistry	1977	male
Philosophy	1977	female
Chemistry	1977	male
Chemistry	1977	male
Mathematics	1977	male
Physics	1977	male
Physics	1977	male
Mathematics	1977	male
Physics	1977	male
Engineering	1977	male
Biology	1977	male
Biology	1977	female
Physics	1977	male
Physics	1977	male
Chemistry	1977	male
Economics	1977	male
Mathematics	1977	male
Physics	1977	male
Biology	1977	male
Physics	1977	male
Physics	1977	male
Mathematics	1977	male
Economics	1977	male
Physics	1977	male
Mathematics	1977	male
Computer science	1977	male
Engineering	1977	male
Mathematics	1977	male
Computer science	1977	male
Biology	1977	male
Medicine	1977	male
Chemistry	1977	male
Biology	1977	male
Physics	1977	male
Mathematics	1977	male
Physics	1977	male
Mathematics	1977	male
Philosophy	1977	male
Biology	1977	female
Biology	1977	male
Computer science	1977	male
Chemistry	1977	male
Biology	1977	male
Computer science	1977	male
Mathematics	1977	male
Mathematics	1977	male
Physics	1977	male
Mathematics	1977	male
Physics	1977	male
Geology	1977	male
Biology	1977	male
Physics	1977	female
Biology	1977	female
Physics	1977	male
Mathematics	1977	male
Physics	1977	male
Economics	1977	male
Mathematics	1977	male
Computer science	1977	male
Economics	1977	male
Sociology	1977	male
Computer science	1977	male
Mathematics	1977	male
Materials science	1977	male
Physics	1977	male
Mathematics	1977	male
Biology	1977	male
Computer science	1977	male
Mathematics	1977	male
Economics	1977	male
Mathematics	1977	male
Physics	1977	female
Biology	1977	male
Computer science	1978	male
Engineering	1978	female
Economics	1978	male
Economics	1978	male
Physics	1978	male
Computer science	1978	male
Psychology	1978	male
Biology	1978	female
Political science	1978	male
Computer science	1978	male
Biology	1978	male
Physics	1978	male
Economics	1978	male
Medicine	1978	male
Psychology	1978	male
Economics	1978	male
Political science	1978	male
Mathematics	1978	male
Chemistry	1978	male
Biology	1978	male
Economics	1978	male
Mathematics	1978	male
Philosophy	1978	male
Economics	1978	male
Economics	1978	male
Economics	1978	male
Biology	1978	male
Mathematics	1978	male
Economics	1978	male
Mathematics	1978	male
Physics	1978	male
Mathematics	1978	male
Economics	1978	male
Chemistry	1978	male
Psychology	1978	male
Biology	1978	female
Economics	1978	male
Computer science	1978	male
Biology	1978	male
Mathematics	1978	male
Psychology	1978	male
Economics	1978	male
Materials science	1978	male
Political science	1978	male
Physics	1978	male
Economics	1978	male
Economics	1978	male
Mathematics	1978	male
Political science	1978	male
Biology	1978	male
Mathematics	1978	male
Geology	1978	male
Economics	1978	male
Economics	1978	male
Sociology	1978	male
Political science	1978	male
Economics	1978	male
Psychology	1978	male
Economics	1978	male
Mathematics	1978	male
Political science	1978	male
Mathematics	1978	male
Computer science	1978	male
Psychology	1978	male
Medicine	1978	male
Sociology	1978	male
Computer science	1978	male
Physics	1978	female
Mathematics	1978	male
Medicine	1978	male
Biology	1978	male
Economics	1978	male
Mathematics	1978	male
Psychology	1978	male
Biology	1978	female
Computer science	1978	female
Political science	1978	male
Materials science	1978	male
Economics	1978	male
Chemistry	1978	male
Computer science	1978	male
Physics	1978	male
Computer science	1978	male
Mathematics	1978	male
Medicine	1978	male
Mathematics	1978	male
Economics	1978	male
Economics	1978	male
Economics	1978	male
Physics	1978	male
Chemistry	1978	male
Economics	1978	male
Mathematics	1978	male
Economics	1978	male
Political science	1978	male
Political science	1978	male
Chemistry	1978	male
Physics	1978	female
Computer science	1978	male
Computer science	1978	male
Medicine	1978	male
Economics	1978	male
Psychology	1978	male
Political science	1978	male
Physics	1978	male
Psychology	1978	male
Mathematics	1978	male
Geology	1978	male
Sociology	1978	female
Physics	1978	male
Geology	1978	male
Physics	1978	male
Psychology	1978	male
Biology	1978	male
Physics	1978	male
Mathematics	1978	male
Economics	1978	male
Biology	1978	male
Geology	1978	male
Mathematics	1978	male
Physics	1978	male
Economics	1978	male
Political science	1978	male
Economics	1978	female
Geology	1978	male
Physics	1978	male
Chemistry	1978	male
Biology	1978	male
Mathematics	1978	male
Mathematics	1978	male
Mathematics	1978	male
Computer science	1978	male
Biology	1978	male
Computer science	1978	male
Medicine	1978	male
Physics	1978	male
Biology	1978	male
Physics	1978	male
Mathematics	1978	male
Physics	1978	male
Psychology	1978	male
Mathematics	1978	male
Biology	1978	male
Biology	1978	male
Chemistry	1978	male
Mathematics	1978	male
Economics	1978	male
Mathematics	1978	male
Biology	1978	male
Biology	1978	male
Biology	1978	male
Economics	1978	male
Medicine	1978	male
Biology	1978	male
Chemistry	1978	male
Mathematics	1978	male
Physics	1978	male
Physics	1978	male
Medicine	1978	male
Biology	1978	male
Mathematics	1978	male
Economics	1978	male
Philosophy	1978	male
Computer science	1978	male
Biology	1978	male
Economics	1978	male
Computer science	1978	male
Biology	1978	male
Physics	1978	male
Computer science	1978	male
Economics	1978	female
Mathematics	1978	male
Physics	1978	male
Biology	1978	male
Mathematics	1978	male
Physics	1978	male
Economics	1978	male
Physics	1978	male
Chemistry	1978	male
Physics	1978	male
Physics	1978	male
Economics	1978	male
Economics	1978	male
Physics	1978	male
Biology	1978	female
Chemistry	1978	male
Physics	1978	female
Geology	1978	male
Chemistry	1978	male
Philosophy	1978	female
Mathematics	1978	male
Chemistry	1978	male
Chemistry	1978	male
Mathematics	1978	male
Physics	1978	male
Chemistry	1978	male
Physics	1978	male
Mathematics	1978	male
Physics	1978	male
Engineering	1978	male
Biology	1978	male
Biology	1978	female
Physics	1978	male
Biology	1978	male
Medicine	1978	female
Physics	1978	male
Chemistry	1978	male
Economics	1978	male
Mathematics	1978	male
Physics	1978	male
Physics	1978	male
Biology	1978	male
Physics	1978	male
Physics	1978	male
Mathematics	1978	male
Chemistry	1978	male
Economics	1978	male
Physics	1978	male
Mathematics	1978	male
Mathematics	1978	male
Economics	1978	male
Computer science	1978	male
Engineering	1978	male
Mathematics	1978	male
Computer science	1978	male
Biology	1978	male
Medicine	1978	male
Chemistry	1978	male
Biology	1978	male
Physics	1978	male
Mathematics	1978	male
Physics	1978	male
Mathematics	1978	male
Philosophy	1978	male
Biology	1978	female
Economics	1978	male
Biology	1978	male
Computer science	1978	male
Chemistry	1978	male
Biology	1978	male
Computer science	1978	male
Mathematics	1978	male
Mathematics	1978	male
Physics	1978	male
Physics	1978	male
Physics	1978	male
Geology	1978	male
Biology	1978	male
Physics	1978	female
Biology	1978	female
Physics	1978	male
Computer science	1978	male
Mathematics	1978	male
Physics	1978	male
Economics	1978	male
Mathematics	1978	male
Computer science	1978	male
Economics	1978	male
Sociology	1978	male
Computer science	1978	male
Computer science	1978	male
Mathematics	1978	male
Materials science	1978	male
Physics	1978	male
Biology	1978	male
Computer science	1978	male
Economics	1978	male
Mathematics	1978	male
Physics	1978	female
Materials science	1978	male
Computer science	1978	male
Biology	1978	male
Physics	1978	male
Political science	1979	male
Computer science	1979	male
Engineering	1979	female
Philosophy	1979	male
Computer science	1979	male
Economics	1979	male
Economics	1979	male
Physics	1979	male
Computer science	1979	male
Psychology	1979	male
Biology	1979	female
Economics	1979	male
Political science	1979	male
Computer science	1979	male
Biology	1979	male
Physics	1979	male
Economics	1979	male
Biology	1979	male
Medicine	1979	male
Political science	1979	male
Psychology	1979	male
Computer science	1979	male
Economics	1979	male
Political science	1979	male
Mathematics	1979	male
Chemistry	1979	male
Biology	1979	male
Economics	1979	male
Business	1979	male
Mathematics	1979	male
Mathematics	1979	male
Philosophy	1979	male
Economics	1979	male
Economics	1979	male
Economics	1979	male
Biology	1979	male
Biology	1979	male
Mathematics	1979	male
Economics	1979	male
Mathematics	1979	male
Mathematics	1979	male
Physics	1979	male
Philosophy	1979	male
Physics	1979	female
Mathematics	1979	male
Economics	1979	male
Chemistry	1979	male
Psychology	1979	male
Biology	1979	female
Economics	1979	male
Computer science	1979	male
Philosophy	1979	male
Biology	1979	male
Mathematics	1979	male
Psychology	1979	male
Economics	1979	male
Materials science	1979	male
Political science	1979	male
Physics	1979	male
Economics	1979	male
Economics	1979	male
Mathematics	1979	male
Political science	1979	male
Economics	1979	male
Physics	1979	male
Biology	1979	male
Biology	1979	male
Mathematics	1979	male
Geology	1979	male
Economics	1979	male
Economics	1979	male
Sociology	1979	male
Political science	1979	male
Economics	1979	male
Psychology	1979	male
Biology	1979	male
Economics	1979	male
Mathematics	1979	male
Political science	1979	male
Biology	1979	male
Mathematics	1979	male
Computer science	1979	male
Engineering	1979	male
Psychology	1979	male
Medicine	1979	male
Sociology	1979	male
Computer science	1979	male
Physics	1979	female
Mathematics	1979	male
Mathematics	1979	male
Medicine	1979	male
Biology	1979	male
Economics	1979	male
Mathematics	1979	male
Psychology	1979	male
Biology	1979	female
Computer science	1979	female
Computer science	1979	male
Political science	1979	male
Economics	1979	male
Computer science	1979	male
Chemistry	1979	male
Computer science	1979	male
Physics	1979	male
Mathematics	1979	male
Psychology	1979	male
Medicine	1979	male
Mathematics	1979	male
Economics	1979	male
Philosophy	1979	male
Economics	1979	male
Economics	1979	male
Computer science	1979	male
Physics	1979	male
Chemistry	1979	male
Economics	1979	male
Mathematics	1979	male
Economics	1979	male
Chemistry	1979	male
Political science	1979	male
Political science	1979	male
Physics	1979	male
Chemistry	1979	male
Physics	1979	female
Mathematics	1979	male
Computer science	1979	male
Computer science	1979	male
Medicine	1979	male
Economics	1979	male
Psychology	1979	male
Engineering	1979	male
Economics	1979	male
Economics	1979	male
Political science	1979	male
Political science	1979	male
Computer science	1979	male
Physics	1979	male
Chemistry	1979	male
Psychology	1979	male
Mathematics	1979	male
Geology	1979	male
Sociology	1979	female
Physics	1979	male
Physics	1979	male
Economics	1979	female
Geology	1979	male
Physics	1979	male
Physics	1979	male
Medicine	1979	male
Psychology	1979	male
Biology	1979	male
Biology	1979	female
Physics	1979	male
Mathematics	1979	male
Physics	1979	male
Chemistry	1979	male
Economics	1979	male
Biology	1979	male
Geology	1979	male
Mathematics	1979	male
Physics	1979	male
Economics	1979	male
Political science	1979	male
Economics	1979	female
Geology	1979	male
Political science	1979	male
Physics	1979	male
Chemistry	1979	male
Biology	1979	male
Mathematics	1979	male
Mathematics	1979	male
Biology	1979	male
Mathematics	1979	male
Computer science	1979	male
Biology	1979	male
Computer science	1979	male
Medicine	1979	male
Physics	1979	male
Philosophy	1979	male
Mathematics	1979	male
Mathematics	1979	male
Biology	1979	male
Physics	1979	male
Biology	1979	male
Mathematics	1979	male
Psychology	1979	male
Mathematics	1979	male
Biology	1979	male
Biology	1979	male
Chemistry	1979	male
Mathematics	1979	male
Economics	1979	male
Economics	1979	male
Mathematics	1979	male
Biology	1979	male
Biology	1979	male
Biology	1979	male
Economics	1979	male
Medicine	1979	male
Biology	1979	male
Chemistry	1979	male
Mathematics	1979	male
Physics	1979	male
Business	1979	male
Physics	1979	male
Medicine	1979	male
Biology	1979	male
Biology	1979	male
Mathematics	1979	male
Economics	1979	male
Philosophy	1979	male
Computer science	1979	male
Biology	1979	male
Economics	1979	male
Computer science	1979	male
Biology	1979	male
Physics	1979	male
Computer science	1979	male
Economics	1979	female
Philosophy	1979	female
Mathematics	1979	male
Physics	1979	male
Biology	1979	male
Engineering	1979	male
Mathematics	1979	male
Chemistry	1979	male
Biology	1979	male
Chemistry	1979	male
Economics	1979	male
Chemistry	1979	male
Biology	1979	male
Physics	1979	male
Sociology	1979	male
Chemistry	1979	male
Physics	1979	male
Physics	1979	male
Economics	1979	male
Economics	1979	male
Physics	1979	male
Biology	1979	female
Physics	1979	female
Chemistry	1979	male
Biology	1979	male
Geology	1979	male
Philosophy	1979	female
Computer science	1979	female
Chemistry	1979	male
Chemistry	1979	male
Mathematics	1979	male
Physics	1979	male
Engineering	1979	male
Physics	1979	male
Computer science	1979	male
Physics	1979	male
Mathematics	1979	male
Political science	1979	male
Physics	1979	male
Mathematics	1979	male
Engineering	1979	male
Biology	1979	male
Biology	1979	female
Physics	1979	male
Biology	1979	male
Medicine	1979	female
Physics	1979	male
Computer science	1979	male
Chemistry	1979	male
Economics	1979	male
Mathematics	1979	male
Biology	1979	male
Economics	1979	male
Physics	1979	male
Biology	1979	male
Biology	1979	male
Physics	1979	male
Physics	1979	male
Mathematics	1979	male
Chemistry	1979	male
Economics	1979	male
Physics	1979	male
Mathematics	1979	male
Mathematics	1979	male
Economics	1979	male
Computer science	1979	male
Engineering	1979	male
Mathematics	1979	male
Computer science	1979	male
Biology	1979	male
Medicine	1979	male
Chemistry	1979	male
Biology	1979	male
Chemistry	1979	male
Physics	1979	male
Mathematics	1979	male
Physics	1979	male
Mathematics	1979	male
Biology	1979	female
Economics	1979	male
Biology	1979	male
Biology	1979	male
Computer science	1979	male
Chemistry	1979	male
Biology	1979	male
Computer science	1979	male
Mathematics	1979	male
Mathematics	1979	male
Physics	1979	male
Mathematics	1979	male
Physics	1979	male
Physics	1979	male
Physics	1979	male
Physics	1979	male
Geology	1979	male
Psychology	1979	male
Biology	1979	male
Physics	1979	female
Biology	1979	female
Physics	1979	male
Computer science	1979	male
Mathematics	1979	male
Physics	1979	male
Economics	1979	male
Engineering	1979	male
Mathematics	1979	male
Computer science	1979	male
Economics	1979	male
Mathematics	1979	male
Mathematics	1979	male
Sociology	1979	male
Philosophy	1979	male
Computer science	1979	male
Computer science	1979	male
Mathematics	1979	male
Materials science	1979	male
Economics	1979	male
Physics	1979	male
Biology	1979	male
Computer science	1979	male
Engineering	1979	male
Economics	1979	male
Mathematics	1979	male
Physics	1979	female
Materials science	1979	male
Mathematics	1979	male
Computer science	1979	male
Biology	1979	male
Physics	1979	male
Political science	1980	male
Computer science	1980	male
Engineering	1980	female
Economics	1980	male
Philosophy	1980	male
Mathematics	1980	male
Computer science	1980	male
Economics	1980	male
Economics	1980	male
Economics	1980	male
Physics	1980	male
Computer science	1980	male
Psychology	1980	male
History	1980	male
Biology	1980	female
Economics	1980	male
Political science	1980	male
Computer science	1980	male
Biology	1980	male
Physics	1980	male
Economics	1980	male
Mathematics	1980	male
Biology	1980	male
Medicine	1980	male
Political science	1980	male
Psychology	1980	male
Computer science	1980	male
Economics	1980	male
Political science	1980	male
