	EditorId	IssnId	Year0	Year	Editorial
127	95	15	2005	2004	0.0
128	160	15	2004	2005	0.0
129	160	15	2004	2002	0.0
130	189	15	2012	2016	0.0
131	189	15	2012	2016	0.0
132	189	15	2012	2010	0.0
133	189	15	2012	2013	0.0
134	189	15	2012	2014	0.0
135	189	15	2012	2017	0.0
136	12512	15	1986	1988	0.0
137	12512	15	1986	1991	0.0
138	12512	15	1986	1991	0.0
139	12512	15	1986	1986	0.0
140	12512	15	1986	1988	0.0
141	12512	15	1986	1990	0.0
142	12512	15	1986	1985	0.0
143	489	15	2012	2013	0.0
144	578	15	2004	2003	0.0
145	578	15	2004	2005	0.0
146	846	15	2005	2005	0.0
147	846	15	2005	2001	0.0
148	871	15	2005	2006	0.0
149	934	15	1980	1982	0.0
150	1052	15	2011	2012	0.0
151	1097	15	1994	1991	0.0
152	1097	15	1994	1995	0.0
153	1097	15	1994	1991	0.0
154	1097	15	1994	1991	0.0
155	1097	15	1994	1998	0.0
156	12802	15	2005	2007	0.0
157	12802	15	2005	2007	0.0
158	1889	15	1994	1991	0.0
159	1889	15	1994	1999	0.0
160	1889	15	1994	1998	0.0
161	1889	15	1994	1992	0.0
162	1889	15	1994	1999	0.0
163	1889	15	1994	1995	0.0
164	1889	15	1994	1996	0.0
165	1889	15	1994	1991	0.0
166	6993	15	1994	1998	0.0
167	6993	15	1994	1993	0.0
168	6993	15	1994	1996	0.0
169	6993	15	1994	1997	0.0
170	6993	15	1994	1995	0.0
171	6993	15	1994	1991	0.0
172	6993	15	1994	1993	0.0
173	6993	15	1994	1991	0.0
174	6993	15	1994	1999	0.0
175	6993	15	1994	1997	0.0
176	6993	15	1994	1991	0.0
177	1110	15	2012	2015	0.0
178	1110	15	2012	2013	0.0
179	1110	15	2012	2016	0.0
180	1591	15	2004	2003	0.0
181	1591	15	2004	2002	0.0
182	1591	15	2004	2007	0.0
183	1591	15	2004	2007	0.0
184	1591	15	2004	2003	0.0
185	7481	15	1980	1981	0.0
186	7481	15	1980	1977	0.0
187	7481	15	1980	1982	0.0
188	2252	15	2012	2008	0.0
189	7198	15	2012	2008	0.0
190	7198	15	2012	2015	0.0
191	7198	15	2012	2008	0.0
192	7198	15	2012	2008	0.0
193	2462	15	1980	1977	0.0
194	2462	15	1980	1981	0.0
195	2483	15	2004	2009	0.0
196	2483	15	2004	2005	0.0
197	2483	15	2004	2007	0.0
198	2483	15	2004	2003	0.0
199	2483	15	2004	2008	0.0
200	2483	15	2004	2008	0.0
201	2483	15	2004	2006	0.0
202	2483	15	2004	2008	0.0
203	2483	15	2004	2009	0.0
204	2483	15	2004	2007	0.0
205	2483	15	2004	2006	0.0
206	2483	15	2004	2008	0.0
207	2483	15	2004	2005	0.0
208	2483	15	2004	2001	0.0
209	2483	15	2004	2008	0.0
210	2483	15	2004	2003	0.0
211	2483	15	2004	2004	0.0
212	2485	15	2013	2017	0.0
213	2627	15	2012	2016	0.0
214	2627	15	2012	2008	0.0
215	2627	15	2012	2014	0.0
216	2627	15	2012	2011	0.0
217	2627	15	2012	2012	0.0
218	2672	15	2012	2013	0.0
219	2672	15	2012	2015	0.0
220	2672	15	2012	2016	0.0
221	2672	15	2012	2015	0.0
222	2672	15	2012	2011	0.0
223	2672	15	2012	2014	0.0
224	2672	15	2012	2015	0.0
225	2790	15	1994	1995	0.0
226	2835	15	1994	1996	0.0
227	3511	15	2013	2017	0.0
228	3511	15	2013	2017	0.0
229	3826	15	1994	1999	0.0
230	3826	15	1994	1993	0.0
231	3826	15	1994	1996	0.0
232	3826	15	1994	1996	0.0
233	3826	15	1994	1997	0.0
234	17910	15	1994	1993	0.0
235	17910	15	1994	1995	0.0
236	17910	15	1994	1993	0.0
237	3979	15	2012	2014	0.0
238	4001	15	2012	2009	0.0
239	4449	15	2011	2008	0.0
240	4449	15	2011	2008	0.0
241	4449	15	2011	2013	0.0
242	4526	15	2013	2011	0.0
243	4526	15	2013	2015	0.0
244	4526	15	2013	2015	0.0
245	4555	15	1994	1992	0.0
246	4555	15	1994	1991	0.0
247	4555	15	1994	1996	0.0
248	4555	15	1994	1997	0.0
249	6661	15	1989	1992	0.0
250	6661	15	1989	1991	0.0
251	4925	15	1994	1992	0.0
252	4925	15	1994	1996	0.0
253	4925	15	1994	1993	0.0
254	4925	15	1994	1995	0.0
255	4925	15	1994	1993	0.0
256	4925	15	1994	1997	0.0
257	4925	15	1994	1998	0.0
258	4925	15	1994	1999	0.0
259	9745	15	2007	2008	0.0
260	9745	15	2007	2010	0.0
261	9745	15	2007	2003	0.0
262	9745	15	2007	2008	0.0
263	9745	15	2007	2006	0.0
264	9745	15	2007	2007	0.0
265	9745	15	2007	2007	0.0
266	5763	15	2011	2015	0.0
267	5763	15	2011	2014	0.0
268	5763	15	2011	2009	0.0
269	5930	15	1980	1978	0.0
270	5930	15	1980	1978	0.0
271	6427	15	2013	2016	0.0
272	6427	15	2013	2013	0.0
273	6427	15	2013	2013	0.0
274	6427	15	2013	2011	0.0
275	6427	15	2013	2015	0.0
276	6427	15	2013	2018	0.0
277	6637	15	2011	2007	0.0
278	6637	15	2011	2013	0.0
279	6640	15	2007	2003	0.0
280	7387	15	2013	2011	0.0
281	7387	15	2013	2014	0.0
282	7387	15	2013	2011	0.0
283	7387	15	2013	2010	0.0
284	7387	15	2013	2016	0.0
285	7614	15	2004	2006	0.0
286	7614	15	2004	2007	0.0
287	7759	15	2012	2011	0.0
288	7759	15	2012	2015	0.0
289	7759	15	2012	2013	0.0
290	7863	15	2011	2013	0.0
291	7863	15	2011	2010	0.0
292	7863	15	2011	2008	0.0
293	7863	15	2011	2013	0.0
294	8129	15	1986	1990	0.0
295	8129	15	1986	1990	0.0
296	8129	15	1986	1990	0.0
297	12704	15	1994	1997	0.0
298	12704	15	1994	1996	0.0
299	12704	15	1994	1992	0.0
300	12704	15	1994	1993	0.0
301	9756	15	2012	2011	0.0
302	9756	15	2012	2012	0.0
303	9768	15	2005	2005	0.0
304	9856	15	1976	1977	0.0
305	9956	15	2007	2012	0.0
306	9984	15	2011	2009	0.0
307	9984	15	2011	2008	0.0
308	10052	15	2004	2000	0.0
309	10052	15	2004	2003	0.0
310	10688	15	1980	1978	0.0
311	10688	15	1980	1985	0.0
312	10688	15	1980	1977	0.0
313	10803	15	2012	2017	0.0
314	10803	15	2012	2013	0.0
315	10803	15	2012	2013	0.0
316	10803	15	2012	2015	0.0
317	10803	15	2012	2014	0.0
318	10803	15	2012	2015	0.0
319	10945	15	2013	2012	0.0
320	18286	15	2004	2003	0.0
321	18286	15	2004	2001	0.0
322	18286	15	2004	2000	0.0
323	18286	15	2004	2004	0.0
324	18286	15	2004	2000	0.0
325	11620	15	2012	2017	0.0
326	11897	15	1994	1995	0.0
327	12595	15	1986	1984	0.0
328	12684	15	2013	2015	0.0
329	12861	15	1980	1981	0.0
330	13481	15	2007	2011	0.0
331	13481	15	2007	2006	0.0
332	13786	15	1994	1993	0.0
333	14747	15	2004	2007	0.0
334	14747	15	2004	2006	0.0
335	14747	15	2004	2002	0.0
336	14747	15	2004	2000	0.0
337	17377	15	2011	2015	0.0
338	17377	15	2011	2013	0.0
339	17377	15	2011	2013	0.0
340	17377	15	2011	2013	0.0
341	17377	15	2011	2011	0.0
342	17377	15	2011	2012	0.0
343	17498	15	2012	2014	0.0
344	17498	15	2012	2010	0.0
345	17498	15	2012	2017	0.0
346	18523	15	2005	2005	0.0
347	18860	15	1980	1977	0.0
348	18860	15	1980	1981	0.0
349	19121	15	2012	2008	0.0
350	12580	190	2005	2002	0.0
351	12580	190	2005	2010	0.0
352	12580	190	2005	2005	0.0
353	12580	190	2005	2001	0.0
354	468	190	2007	2010	0.0
355	468	190	2007	2010	0.0
356	468	190	2007	2010	0.0
357	468	190	2007	2012	0.0
358	468	190	2007	2006	0.0
359	476	190	1979	1982	0.0
360	476	190	1979	1982	0.0
361	2919	190	1985	1986	0.0
362	2919	190	1985	1987	0.0
363	2919	190	1985	1987	0.0
364	2919	190	1985	1982	0.0
365	2919	190	1985	1987	0.0
366	2919	190	1985	1987	0.0
367	691	190	1985	1984	0.0
368	691	190	1985	1984	0.0
369	691	190	1985	1988	0.0
370	691	190	1985	1984	0.0
371	691	190	1985	1982	0.0
372	714	190	1981	1979	0.0
373	1129	190	2009	2007	0.0
374	1129	190	2009	2014	0.0
375	1192	190	2005	2001	0.0
376	1192	190	2005	2004	0.0
377	1192	190	2005	2010	0.0
378	1192	190	2005	2005	0.0
379	1192	190	2005	2007	0.0
380	1192	190	2005	2010	0.0
381	1192	190	2005	2004	0.0
382	5173	190	2005	2003	0.0
383	5173	190	2005	2008	0.0
384	1316	190	1993	1998	0.0
385	1316	190	1993	1998	0.0
386	1316	190	1993	1998	0.0
387	19136	190	2006	2003	0.0
388	19136	190	2006	2003	0.0
389	19136	190	2006	2005	0.0
390	19136	190	2006	2008	0.0
391	10542	190	1980	1980	0.0
392	10542	190	1980	1985	0.0
393	10542	190	1980	1980	0.0
394	10542	190	1980	1977	0.0
395	10542	190	1980	1982	0.0
396	10542	190	1980	1980	0.0
397	10542	190	1980	1982	0.0
398	1685	190	2009	2009	0.0
399	1685	190	2009	2009	0.0
400	1685	190	2009	2006	0.0
401	1685	190	2009	2008	0.0
402	1685	190	2009	2009	0.0
403	1685	190	2009	2005	0.0
404	1685	190	2009	2006	0.0
405	1685	190	2009	2007	0.0
406	1685	190	2009	2006	0.0
407	1685	190	2009	2012	0.0
408	1685	190	2009	2008	0.0
409	1685	190	2009	2007	0.0
410	1685	190	2009	2014	0.0
411	1685	190	2009	2010	0.0
412	1685	190	2009	2010	0.0
413	1685	190	2009	2010	0.0
414	1685	190	2009	2008	0.0
415	1685	190	2009	2011	0.0
416	1685	190	2009	2010	0.0
417	1740	190	1979	1984	0.0
418	1740	190	1979	1981	0.0
419	1740	190	1979	1982	0.0
420	1740	190	1979	1980	0.0
421	1740	190	1979	1980	0.0
422	1740	190	1979	1983	0.0
423	1740	190	1979	1980	0.0
424	1870	190	2008	2007	0.0
425	1870	190	2008	2006	0.0
426	1870	190	2008	2008	0.0
427	1872	190	1978	1981	0.0
428	1872	190	1978	1977	0.0
429	6239	190	2005	2009	0.0
430	6239	190	2005	2009	0.0
431	6239	190	2005	2009	0.0
432	6239	190	2005	2003	0.0
433	6239	190	2005	2010	0.0
434	6239	190	2005	2002	0.0
435	6239	190	2005	2006	0.0
436	6239	190	2005	2010	0.0
437	6239	190	2005	2009	0.0
438	6239	190	2005	2001	0.0
439	6239	190	2005	2007	0.0
440	6239	190	2005	2008	0.0
441	6239	190	2005	2002	0.0
442	2158	190	1991	1992	0.0
443	2735	190	2005	2008	0.0
444	2735	190	2005	2010	0.0
445	2735	190	2005	2007	0.0
446	2735	190	2005	2006	0.0
447	2735	190	2005	2006	0.0
448	2735	190	2005	2008	0.0
449	3711	190	2009	2007	0.0
450	3711	190	2009	2012	0.0
451	3711	190	2009	2014	0.0
452	3711	190	2009	2006	0.0
453	4142	190	2005	2002	0.0
454	4142	190	2005	2006	0.0
455	4142	190	2005	2001	0.0
456	4142	190	2005	2003	0.0
457	4142	190	2005	2001	0.0
458	4142	190	2005	2001	0.0
459	4142	190	2005	2001	0.0
460	4900	190	1994	1996	0.0
461	5016	190	2009	2014	0.0
462	5016	190	2009	2013	0.0
463	5016	190	2009	2010	0.0
464	5016	190	2009	2011	0.0
465	5016	190	2009	2012	0.0
466	5016	190	2009	2010	0.0
467	5016	190	2009	2010	0.0
468	5016	190	2009	2013	0.0
469	5435	190	1985	1989	0.0
470	5435	190	1985	1987	0.0
471	5873	190	1983	1985	0.0
472	9697	190	2005	2009	0.0
473	9697	190	2005	2002	0.0
474	9697	190	2005	2010	0.0
475	9697	190	2005	2008	0.0
476	9697	190	2005	2010	0.0
477	7478	190	1980	1984	0.0
478	7478	190	1980	1983	0.0
479	7478	190	1980	1984	0.0
480	7478	190	1980	1980	0.0
481	7478	190	1980	1981	0.0
482	8852	190	2009	2010	0.0
483	9106	190	2005	2001	0.0
484	9106	190	2005	2007	0.0
485	9106	190	2005	2006	0.0
486	9106	190	2005	2005	0.0
487	9106	190	2005	2007	0.0
488	9106	190	2005	2007	0.0
489	9106	190	2005	2007	0.0
490	9401	190	1994	1996	0.0
491	9401	190	1994	1999	0.0
492	9401	190	1994	1999	0.0
493	9401	190	1994	1999	0.0
494	9401	190	1994	1999	0.0
495	9401	190	1994	1994	0.0
496	15539	190	1991	1996	0.0
497	15539	190	1991	1988	0.0
498	15539	190	1991	1996	0.0
499	15539	190	1991	1993	0.0
500	15539	190	1991	1992	0.0
501	15539	190	1991	1989	0.0
502	15539	190	1991	1991	0.0
503	15539	190	1991	1991	0.0
504	15539	190	1991	1993	0.0
505	15539	190	1991	1995	0.0
506	15539	190	1991	1996	0.0
507	14051	190	1991	1992	0.0
508	14051	190	1991	1995	0.0
509	10733	190	2009	2006	0.0
510	10960	190	2007	2005	0.0
511	10960	190	2007	2006	0.0
512	10960	190	2007	2008	0.0
513	10960	190	2007	2005	0.0
514	10960	190	2007	2005	0.0
515	14097	190	2005	2005	0.0
516	14097	190	2005	2005	0.0
517	14097	190	2005	2009	0.0
518	14097	190	2005	2008	0.0
519	12909	190	1985	1984	0.0
520	12909	190	1985	1990	0.0
521	12909	190	1985	1987	0.0
522	15133	190	2005	2003	0.0
523	15138	190	1995	1998	0.0
524	15139	190	1991	1995	0.0
525	15139	190	1991	1992	0.0
526	15139	190	1991	1995	0.0
527	15139	190	1991	1992	0.0
528	15139	190	1991	1996	0.0
529	15139	190	1991	1995	0.0
530	15139	190	1991	1988	0.0
531	15139	190	1991	1987	0.0
532	15139	190	1991	1992	0.0
533	15197	190	2007	2004	0.0
534	15197	190	2007	2010	0.0
535	15197	190	2007	2007	0.0
536	15197	190	2007	2005	0.0
537	15197	190	2007	2007	0.0
538	15197	190	2007	2009	0.0
539	15197	190	2007	2007	0.0
540	15716	190	1978	1977	0.0
541	15716	190	1978	1978	0.0
542	15716	190	1978	1977	0.0
543	16189	190	1980	1977	0.0
544	16189	190	1980	1980	0.0
545	16431	190	1985	1981	0.0
546	16431	190	1985	1986	0.0
547	16431	190	1985	1987	0.0
548	16431	190	1985	1982	0.0
549	16457	190	1981	1978	0.0
550	16457	190	1981	1981	0.0
551	16457	190	1981	1986	0.0
552	16457	190	1981	1984	0.0
553	16899	190	1980	1978	0.0
554	16899	190	1980	1982	0.0
555	16899	190	1980	1984	0.0
556	16899	190	1980	1984	0.0
557	16932	190	2005	2004	0.0
558	16932	190	2005	2005	0.0
559	16932	190	2005	2001	0.0
560	16932	190	2005	2004	0.0
561	17135	190	1980	1982	0.0
562	17135	190	1980	1978	0.0
563	17135	190	1980	1981	0.0
564	17135	190	1980	1985	0.0
565	17135	190	1980	1980	0.0
566	17135	190	1980	1981	0.0
567	17135	190	1980	1981	0.0
568	17135	190	1980	1982	0.0
569	18356	190	1978	1980	0.0
570	19596	190	2005	2009	0.0
571	19596	190	2005	2003	0.0
572	19596	190	2005	2006	0.0
573	19596	190	2005	2004	0.0
574	19596	190	2005	2002	0.0
575	19596	190	2005	2006	0.0
576	468	349	2007	2010	0.0
577	468	349	2007	2011	0.0
578	468	349	2007	2009	0.0
579	468	349	2007	2006	0.0
580	468	349	2007	2007	0.0
581	468	349	2007	2005	0.0
582	349	349	2007	2007	0.0
583	349	349	2007	2009	0.0
584	349	349	2007	2009	0.0
585	349	349	2007	2010	0.0
586	349	349	2007	2006	0.0
587	416	349	2013	2010	0.0
588	416	349	2013	2014	0.0
589	416	349	2013	2012	0.0
590	416	349	2013	2012	0.0
591	416	349	2013	2015	0.0
592	416	349	2013	2012	0.0
593	416	349	2013	2013	0.0
594	416	349	2013	2009	0.0
595	416	349	2013	2011	0.0
596	416	349	2013	2013	0.0
597	416	349	2013	2009	0.0
598	416	349	2013	2009	0.0
599	416	349	2013	2016	0.0
600	416	349	2013	2017	0.0
601	3378	349	1994	1990	0.0
602	10265	349	2007	2007	0.0
603	10265	349	2007	2008	0.0
604	10265	349	2007	2008	0.0
605	3553	349	2013	2015	0.0
606	3553	349	2013	2012	0.0
607	3553	349	2013	2014	0.0
608	3568	349	2007	2012	0.0
609	3568	349	2007	2007	0.0
610	3568	349	2007	2007	0.0
611	3568	349	2007	2010	0.0
612	3568	349	2007	2006	0.0
613	3568	349	2007	2009	0.0
614	3568	349	2007	2005	0.0
615	3568	349	2007	2010	0.0
616	4153	349	2007	2004	0.0
617	4153	349	2007	2005	0.0
618	4153	349	2007	2005	0.0
619	4153	349	2007	2008	0.0
620	4581	349	2007	2009	0.0
621	4581	349	2007	2011	0.0
622	4581	349	2007	2004	0.0
623	4581	349	2007	2007	0.0
624	4581	349	2007	2010	0.0
625	4581	349	2007	2010	0.0
626	4581	349	2007	2008	0.0
627	6157	349	2013	2016	0.0
628	6157	349	2013	2015	0.0
629	6157	349	2013	2013	0.0
630	6157	349	2013	2011	0.0
631	6157	349	2013	2009	0.0
632	6157	349	2013	2012	0.0
633	6157	349	2013	2012	0.0
634	6157	349	2013	2010	0.0
635	7936	349	2013	2013	0.0
636	7936	349	2013	2009	0.0
637	8401	349	2013	2015	0.0
638	8401	349	2013	2018	0.0
639	8746	349	1990	1991	0.0
640	8746	349	1990	1989	0.0
641	8746	349	1990	1992	0.0
642	8846	349	2007	2012	0.0
643	8846	349	2007	2007	0.0
644	8846	349	2007	2010	0.0
645	8846	349	2007	2010	0.0
646	8846	349	2007	2012	0.0
647	9448	349	2013	2015	0.0
648	9448	349	2013	2013	0.0
649	9448	349	2013	2018	0.0
650	11354	349	2013	2009	0.0
651	11354	349	2013	2009	0.0
652	11354	349	2013	2012	0.0
653	11354	349	2013	2016	0.0
654	11354	349	2013	2018	0.0
655	11780	349	2007	2005	0.0
656	11780	349	2007	2006	0.0
657	11780	349	2007	2006	0.0
658	11780	349	2007	2008	0.0
659	11780	349	2007	2008	0.0
660	12102	349	2013	2011	0.0
661	12102	349	2013	2011	0.0
662	12102	349	2013	2016	0.0
663	12102	349	2013	2010	0.0
664	13169	349	2007	2005	0.0
665	13724	349	2013	2013	0.0
666	13724	349	2013	2013	0.0
667	13724	349	2013	2015	0.0
668	13724	349	2013	2011	0.0
669	13724	349	2013	2009	0.0
670	13724	349	2013	2016	0.0
671	15852	349	1986	1985	0.0
672	15852	349	1986	1991	0.0
673	15852	349	1986	1982	0.0
674	16207	349	2007	2008	0.0
675	16207	349	2007	2003	0.0
676	16207	349	2007	2012	0.0
677	16207	349	2007	2009	0.0
678	16332	349	1986	1988	0.0
679	16332	349	1986	1984	0.0
680	16332	349	1986	1986	0.0
681	16791	349	2007	2007	0.0
682	16791	349	2007	2005	0.0
683	16791	349	2007	2005	0.0
684	19669	349	2007	2005	0.0
685	19669	349	2007	2006	0.0
686	17134	349	2007	2006	0.0
687	17134	349	2007	2007	0.0
688	476	476	1991	1991	0.0
689	476	476	1991	1992	0.0
690	476	476	1991	1996	0.0
691	476	476	1991	1996	0.0
692	476	476	1991	1991	0.0
693	5935	476	2007	2004	0.0
694	5935	476	2007	2003	0.0
695	5935	476	2007	2003	0.0
696	5935	476	2007	2003	0.0
697	5935	476	2007	2004	0.0
698	5935	476	2007	2009	0.0
699	5935	476	2007	2010	0.0
700	5935	476	2007	2009	0.0
701	5935	476	2007	2010	0.0
702	5935	476	2007	2008	0.0
703	776	476	2007	2003	0.0
704	776	476	2007	2012	0.0
705	776	476	2007	2011	0.0
706	776	476	2007	2003	0.0
707	776	476	2007	2004	0.0
708	776	476	2007	2009	0.0
709	828	476	2013	2009	0.0
710	828	476	2013	2013	0.0
711	828	476	2013	2016	0.0
712	828	476	2013	2013	0.0
713	828	476	2013	2011	0.0
714	828	476	2013	2015	0.0
715	828	476	2013	2013	0.0
716	828	476	2013	2015	0.0
717	828	476	2013	2012	0.0
718	828	476	2013	2009	0.0
719	828	476	2013	2010	0.0
720	828	476	2013	2016	0.0
721	828	476	2013	2010	0.0
722	828	476	2013	2016	0.0
723	828	476	2013	2017	0.0
724	828	476	2013	2018	0.0
725	828	476	2013	2018	0.0
726	828	476	2013	2017	0.0
727	2185	476	2007	2011	0.0
728	2185	476	2007	2012	0.0
729	2185	476	2007	2010	0.0
730	2185	476	2007	2007	0.0
731	2185	476	2007	2009	0.0
732	2185	476	2007	2011	0.0
733	2185	476	2007	2010	0.0
734	2185	476	2007	2010	0.0
735	2185	476	2007	2007	0.0
736	7424	476	2003	2003	0.0
737	1875	476	2003	2000	0.0
738	1965	476	2003	2002	0.0
739	3801	476	2007	2011	0.0
740	3801	476	2007	2010	0.0
741	3859	476	2007	2012	0.0
742	4697	476	2003	2004	0.0
743	4697	476	2003	2007	0.0
744	4697	476	2003	2006	0.0
745	4697	476	2003	2004	0.0
746	4697	476	2003	2006	0.0
747	4697	476	2003	2008	0.0
748	4697	476	2003	2001	0.0
749	4697	476	2003	2006	0.0
750	7554	476	2007	2007	0.0
751	7554	476	2007	2004	0.0
752	7554	476	2007	2004	0.0
753	7554	476	2007	2005	0.0
754	7554	476	2007	2005	0.0
755	7554	476	2007	2005	0.0
756	7554	476	2007	2012	0.0
757	7554	476	2007	2006	0.0
758	7554	476	2007	2010	0.0
759	18622	476	1998	1997	0.0
760	18622	476	1998	2003	0.0
761	18622	476	1998	2000	0.0
762	9069	476	1998	2001	0.0
763	9069	476	1998	2001	0.0
764	9069	476	1998	1994	0.0
765	9069	476	1998	1997	0.0
766	9069	476	1998	1998	0.0
767	9069	476	1998	2002	0.0
768	9937	476	2003	1999	0.0
769	9937	476	2003	2005	0.0
770	12583	476	1998	1994	0.0
771	12583	476	1998	1996	0.0
772	12583	476	1998	1999	0.0
773	12583	476	1998	1996	0.0
774	13033	476	1985	1986	0.0
775	13033	476	1985	1988	0.0
776	13033	476	1985	1990	0.0
777	13033	476	1985	1986	0.0
778	13033	476	1985	1986	0.0
779	14676	476	1977	1982	0.0
780	14676	476	1977	1980	0.0
781	14676	476	1977	1981	0.0
782	17275	476	1998	1996	0.0
783	17275	476	1998	1995	0.0
784	17275	476	1998	1996	0.0
785	17275	476	1998	1998	0.0
786	14793	476	2003	2005	0.0
787	14829	476	1979	1978	0.0
788	15270	476	2003	2001	0.0
789	15361	476	1998	1997	0.0
790	15361	476	1998	1997	0.0
791	15416	476	1998	1997	0.0
792	15529	476	1988	1989	0.0
793	15529	476	1988	1993	0.0
794	15529	476	1988	1986	0.0
795	16520	476	1998	1999	0.0
796	16520	476	1998	1995	0.0
797	16711	476	1977	1982	0.0
798	16711	476	1977	1978	0.0
799	16984	476	1990	1995	0.0
800	16984	476	1990	1993	0.0
801	16984	476	1990	1989	0.0
802	17718	476	1983	1985	0.0
803	17718	476	1983	1983	0.0
804	17718	476	1983	1985	0.0
805	17718	476	1983	1986	0.0
806	17718	476	1983	1983	0.0
807	17718	476	1983	1988	0.0
808	18007	476	1990	1989	0.0
809	18007	476	1990	1995	0.0
810	18007	476	1990	1989	0.0
811	18007	476	1990	1989	0.0
812	18007	476	1990	1995	0.0
813	18114	476	1977	1982	0.0
814	18114	476	1977	1981	0.0
815	18403	476	1990	1993	0.0
816	18403	476	1990	1991	0.0
817	18403	476	1990	1995	0.0
818	18403	476	1990	1993	0.0
819	18403	476	1990	1986	0.0
820	18403	476	1990	1991	0.0
821	18403	476	1990	1994	0.0
822	18403	476	1990	1993	0.0
823	18403	476	1990	1986	0.0
824	18403	476	1990	1993	0.0
825	18403	476	1990	1991	0.0
