Percentage	FieldOfStudyId	Field
0.041666666666666664	86803240	Biology
0.08333333333333333	86803240	Biology
0.4634146341463415	86803240	Biology
0.058823529411764705	86803240	Biology
0.15	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.14285714285714285	192562407	Materials science
0.030303030303030304	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.0	192562407	Materials science
0.6666666666666666	121332964	Physics
0.48717948717948717	121332964	Physics
0.07142857142857142	71924100	Medicine
0.11320754716981132	71924100	Medicine
0.2391304347826087	86803240	Biology
0.0	86803240	Biology
0.06153846153846154	121332964	Physics
0.07246376811594203	121332964	Physics
0.0625	121332964	Physics
0.031496062992125984	121332964	Physics
0.2	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.02702702702702703	17744445	Political science
0.06153846153846154	17744445	Political science
1.0	127413603	Engineering
0.2	162324750	Economics
0.0	162324750	Economics
0.0	162324750	Economics
0.047619047619047616	86803240	Biology
0.11538461538461539	185592680	Chemistry
0.0	185592680	Chemistry
0.0	185592680	Chemistry
0.29213483146067415	71924100	Medicine
0.016129032258064516	86803240	Biology
0.013157894736842105	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.0	86803240	Biology
0.5	162324750	Economics
0.6666666666666666	162324750	Economics
0.0	162324750	Economics
0.046153846153846156	86803240	Biology
0.01694915254237288	86803240	Biology
0.16666666666666666	71924100	Medicine
0.0	71924100	Medicine
0.045454545454545456	162324750	Economics
0.0	162324750	Economics
0.022727272727272728	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.17777777777777778	86803240	Biology
0.5	121332964	Physics
0.0	121332964	Physics
0.09090909090909091	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0125	121332964	Physics
0.2	71924100	Medicine
0.10416666666666667	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.10416666666666667	71924100	Medicine
0.03333333333333333	86803240	Biology
0.03225806451612903	86803240	Biology
0.08108108108108109	86803240	Biology
0.28125	71924100	Medicine
0.0	71924100	Medicine
0.0	71924100	Medicine
0.010362694300518135	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.0	41008148	Computer science
0.037037037037037035	17744445	Political science
0.08823529411764706	86803240	Biology
0.0	86803240	Biology
