PaperId	Editorial
2320440159	1
2320688997	1
2321160765	1
2321476630	1
2324001156	1
2324015845	1
2325338255	1
2333219399	1
2376482525	1
2566546134	1
2583155448	1
2591689575	1
2594664959	1
2602003499	1
2617902504	1
2624683910	1
2728816945	1
2734813099	1
2737427163	1
2743346673	1
2769224385	1
2924056665	1
2935909400	1
2936074839	1
2936297277	1
2936779283	1
2937171300	1
2937218828	1
2937538492	1
2938195289	1
2938299368	1
2938750737	1
2938784127	1
2938895798	1
2939048953	1
2939157175	1
2939165317	1
2939308006	1
2939568075	1
2939799864	1
2940116361	1
2940230163	1
2942557229	1
2942608272	1
1978034499	1
1997153328	1
2891259932	1
2023986080	1
2087768653	1
2936729570	1
2938419813	1
2942789061	1
2943361837	1
2037555562	1
2921240678	1
2097556276	1
2087801313	1
1974949512	1
2068055746	1
2922385268	1
2025872738	1
1998015022	1
2048043003	1
2084812989	1
2535030292	1
2171915060	1
2762483013	1
2915951731	1
2610660272	1
2326809626	1
2889003232	1
2909754317	1
2084995954	1
2942432304	1
2749470736	1
2943681944	1
1526105546	1
1558962107	1
1608895752	1
2938897691	1
244745632	1
2320770507	1
1970801321	1
1991204746	1
2027378755	1
1964011498	1
2006127128	1
2021775210	1
2035485043	1
2043691109	1
2053882836	1
2128198028	1
2151381659	1
2215352539	1
2014868113	1
1997899122	1
2314867773	1
2332168329	1
2767275560	1
2102924501	1
2010286399	1
2941648781	1
1974597079	1
2051813241	1
2070010705	1
1966170767	1
2023400261	1
2065397676	1
2696642848	1
239380896	1
2928853286	1
1964254979	1
2091321116	1
2281865947	1
2489855426	1
2912297199	1
2322377696	1
1993196687	1
2141400233	1
1996613659	1
2039578219	1
2084614410	1
2036684755	1
2043362882	1
212888777	1
2938784511	1
272291354	1
1996444313	1
2009788814	1
2103104811	1
282691647	1
324905917	1
1532714327	1
2333612864	1
2940033387	1
2051074490	1
1978125974	1
2010049667	1
2038818332	1
2523723390	1
1985098258	1
2087178002	1
2106852723	1
1974441767	1
1977190763	1
2010013766	1
2056604261	1
2065131001	1
2079797429	1
2088337937	1
2309361426	1
2326606532	1
2107580656	1
253433348	1
2734454946	1
2936960849	1
2939266291	1
1965341816	1
2008261326	1
2014433569	1
2051627722	1
2062455076	1
1515935209	1
2024008444	1
1969917107	1
1494674067	1
1486960811	1
2939044219	1
1974329778	1
1978574164	1
2011057140	1
2889983422	1
1555979417	1
2612924986	1
1564944035	1
1591077871	1
2033502839	1
2072380246	1
1510856219	1
1524414010	1
2936276773	1
1601089340	1
1607884825	1
2080679342	1
2769190162	1
2022357822	1
2044718333	1
2046173295	1
2089803962	1
2165259255	1
1488828586	1
2055692269	1
2070129548	1
1552295849	1
1987236321	1
1973892352	1
2070118003	1
2047610139	1
2025137622	1
1546686317	1
2072200835	1
1976702481	1
2807463850	1
2006407042	1
2748208735	1
1481896891	1
1547280845	1
1580613355	1
2617932510	1
2936745127	1
1542546720	1
2936362107	1
2579999374	1
1968506573	1
1548015204	1
1577156806	1
2938315514	1
1535436205	1
2085847587	1
2939021995	1
2029548279	1
2052235724	1
2886939563	1
2904648364	1
2520627885	1
1979505426	1
2047292683	1
2065997384	1
1974370716	1
2091109628	1
2047607068	1
1997145524	1
1988842775	1
1997620176	1
2084291154	1
2900597632	1
2019109099	1
1993429228	1
2008765926	1
2166863952	1
1984181342	1
1990646797	1
2095304238	1
2076900283	1
2033326629	1
2038954061	1
2059561387	1
2066577486	1
2081412311	1
2313073421	1
2321773838	1
144162960	1
2117054646	1
1986412899	1
2511518950	1
2068133013	1
2903716931	1
1993386270	1
1565891025	1
1969412559	1
2036462413	1
2058015306	1
2196952698	1
1897032265	1
1975391111	1
2003024424	1
1607245378	1
2015675470	1
2008352246	1
2060225723	1
2038054286	1
2081585149	1
2012381231	1
2046157412	1
2078609245	1
2081739944	1
2810117078	1
2068380263	1
2017403932	1
2085924647	1
2090231125	1
2943113998	1
2051743524	1
1978311543	1
2046376356	1
2180148886	1
2617707894	1
2090709775	1
2530269991	1
2605387512	1
1987671034	1
2018589795	1
2027507131	1
2046518527	1
2512228630	1
2002027736	1
2083113826	1
2089820323	1
2075110596	1
2509467921	1
1039468106	1
2509768977	1
2046078252	1
2063225865	1
2928722289	1
2061411656	1
2086451804	1
2025424632	1
2032734701	1
2038544486	1
2047120510	1
2085504893	1
2792716764	1
2911832338	1
2912785795	1
2914553111	1
2939177325	1
2509839868	1
2062933009	1
2088702069	1
2912569785	1
2047354075	1
2092779615	1
2007409202	1
2050486292	1
2001351416	1
1969999771	1
2006343659	1
2040989255	1
2089061784	1
2141527314	1
1967726803	1
2068292066	1
1489081846	1
2011544999	1
2912508608	1
1516673091	1
1491173661	1
2047972601	1
1602075719	1
1969274632	1
1561624776	1
1580197408	1
1586464581	1
1971236676	1
1989240432	1
2750398176	1
1483558059	1
1499071427	1
1562381030	1
1589884193	1
2937346912	1
2018480658	1
1966939250	1
1973661896	1
2746798578	1
2086010302	1
1528789280	1
1964193163	1
1996286715	1
1973106551	1
2001382725	1
2067983349	1
2090918801	1
1995106790	1
2033392310	1
2059716191	1
2072569377	1
2092935841	1
1994835168	1
2048853528	1
2012624133	1
2095194978	1
2005231599	1
285462411	1
2914894418	1
2603588312	1
2068847864	1
2032256497	1
2915782477	1
2916903894	1
2917421227	1
2917626296	1
2917750904	1
2917915155	1
2917990115	1
2047746766	1
1977774622	1
1994288217	1
1978737998	1
1983282283	1
2026882422	1
2292708754	1
2794799755	1
2015073542	1
2017693208	1
2058040713	1
1969227831	1
2035346668	1
2047768577	1
2083031722	1
1969401722	1
2030337216	1
2077731561	1
2086269131	1
2092877853	1
2113464001	1
2275356725	1
2531571702	1
2596108500	1
2792355973	1
1972180844	1
2043212303	1
2046943235	1
2092380454	1
2115126063	1
2169462188	1
2319406728	1
2000591290	1
1986026005	1
2051691412	1
1969486072	1
2081206970	1
2158609975	1
1972416203	1
1982409482	1
1984068166	1
2091528343	1
2093657736	1
1964921286	1
2030925169	1
2013182726	1
2030678595	1
2069652282	1
2091657997	1
2064112310	1
2082604740	1
2065957033	1
2006102866	1
2042730863	1
1970724931	1
2099356919	1
2000722955	1
2063746676	1
1984285738	1
2000370799	1
2790512245	1
2087451737	1
1966966842	1
2073621910	1
2080197351	1
2085733161	1
24095096	1
1971382398	1
2026505219	1
2062682553	1
2066534721	1
2208372420	1
2314957549	1
2318356105	1
1976967332	1
2135622132	1
1972738811	1
2012260399	1
2088784908	1
1984511597	1
1997320254	1
1997487802	1
2004178094	1
2014829883	1
2017761950	1
2324120562	1
2009648711	1
2020556944	1
2031571847	1
2038304642	1
2045187883	1
1578797398	1
2094327543	1
2588305560	1
2770087574	1
2464080977	1
1994012259	1
1982621740	1
2326035940	1
2521706419	1
2621638931	1
1975154625	1
2045694557	1
2266561132	1
2595811079	1
2770723184	1
1986887881	1
2408202908	1
2468245288	1
2527164500	1
1970880363	1
2028272055	1
2055976268	1
2063365283	1
2071160052	1
2273239506	1
2072540496	1
2491082481	1
2904182924	1
2006914966	1
2772198268	1
2407333588	1
2409637123	1
2048864972	1
2058349023	1
1980125935	1
1980867451	1
2045761697	1
1628532288	1
1994367944	1
2058227055	1
1555969272	1
2560462937	1
1974813333	1
2014150075	1
1986097523	1
1996796657	1
2052002937	1
2048831968	1
1501709014	1
1987495033	1
1995228725	1
2913863736	1
2055205278	1
2055571519	1
1990234297	1
2013938589	1
1530964730	1
1971280401	1
2047828660	1
2109131655	1
2790663752	1
2042253044	1
1537065359	1
1489068364	1
2064121805	1
2106196379	1
2155769271	1
2404433614	1
2936662857	1
2939897072	1
1526291593	1
2939976557	1
1557232198	1
1578312371	1
2052900078	1
2713244269	1
2026379988	1
2085884795	1
2152101488	1
2767525121	1
2040750521	1
2018862539	1
2027011378	1
2038774604	1
262624545	1
1985565358	1
2116629808	1
2000509613	1
2072659829	1
2895246148	1
1571892031	1
2803954336	1
2008668337	1
2122643463	1
2064333666	1
2070745814	1
1485461823	1
2937732099	1
2040386600	1
1991937165	1
1999713786	1
2093937787	1
2105537001	1
2142143144	1
2151281741	1
2175007784	1
2208053517	1
2208930377	1
2272068472	1
2326266801	1
2547489817	1
2564448965	1
2883743276	1
2097708402	1
1994206315	1
2039688811	1
2060023048	1
2102540914	1
2008920475	1
2415998033	1
1974640049	1
1497242849	1
1505798754	1
2067395175	1
2785702009	1
2164661059	1
2214016600	1
123312584	1
1568081853	1
2005033174	1
2915945710	1
1538217417	1
2044994603	1
2500997921	1
1968488709	1
1697531004	1
1588610476	1
2078975546	1
2156774188	1
2009400337	1
2007658386	1
2041955701	1
2254502335	1
2039488710	1
2807637870	1
109560891	1
1984311088	1
2036745350	1
2068932930	1
2079799092	1
2112051131	1
2924360308	1
2068286328	1
2768338214	1
227224040	1
2745503218	1
2782150199	1
2790720882	1
2086918987	1
2073937961	1
2043629006	1
2276722250	1
289830461	1
2314879054	1
2614622152	1
1965099443	1
2939826887	1
1973571597	1
2004125792	1
276690287	1
2586115384	1
1973177821	1
1997993860	1
2015211078	1
2086790478	1
2936973886	1
2937597234	1
2941814929	1
2943592296	1
2031563016	1
2624208629	1
1987738659	1
1994400465	1
2012478834	1
2045868838	1
2157015475	1
2941159238	1
231395195	1
2001831712	1
2023468908	1
2321978118	1
2470099970	1
2936612731	1
2936825392	1
2940105700	1
1979290098	1
2318960395	1
2921407756	1
222604135	1
1982276863	1
2026811041	1
2923349472	1
1974155930	1
1983093394	1
1989391467	1
2000718840	1
2007430287	1
2020911652	1
2083610463	1
2117583895	1
2512024331	1
2528796620	1
2150470619	1
2166539025	1
2089472461	1
1964147270	1
1993689635	1
2015035191	1
2064343846	1
2258138852	1
2745985081	1
2911802752	1
2100163188	1
2004920427	1
2048362629	1
2054519387	1
2008406446	1
2395822350	1
1995434016	1
1996632823	1
2079365649	1
1996824494	1
2094453630	1
55380224	1
2069683773	1
1989063351	1
2402641505	1
2010155022	1
2067326626	1
2924761315	1
59047261	1
2070552559	1
2012883956	1
2026953637	1
1496568667	1
2028574371	1
2469744244	1
2913520631	1
2623293810	1
2736857510	1
22017668	1
2318208013	1
174042591	1
2089102668	1
2008100178	1
2008273233	1
116992605	1
2024227290	1
216461839	1
98455354	1
2026588881	1
2093976733	1
2024986888	1
1573685159	1
2622132768	1
30624003	1
335144045	1
2922872022	1
2049554267	1
211464392	1
1973108520	1
1990307357	1
1998523650	1
2006712774	1
2007782408	1
2018149090	1
2018405064	1
2032932611	1
2039213938	1
2052519119	1
2057613384	1
2063258824	1
2070317190	1
2072828917	1
2075389530	1
2077033613	1
2079143803	1
2100379124	1
2145471530	1
2298145749	1
2315303768	1
2566395687	1
2748079459	1
2753640735	1
2789382292	1
2917636694	1
2924939209	1
2925175675	1
1981019587	1
2090128376	1
2419246329	1
190124263	1
2052810637	1
2198227366	1
2792654819	1
2092538090	1
2469948054	1
2583734379	1
1997398363	1
2202793831	1
2560506589	1
2012673904	1
2247452355	1
2560741568	1
2608334111	1
2775297035	1
2913104241	1
194740897	1
1970408022	1
2018531085	1
2205260181	1
2364742092	1
2470609804	1
2519329917	1
1994759849	1
2609616690	1
1999254567	1
2207210114	1
2767035679	1
2624697720	1
2766863737	1
2082979847	1
2190251256	1
2425046767	1
2024494443	1
2372337397	1
2290456993	1
1985232877	1
2610033380	1
2807385557	1
2207936062	1
2541975583	1
2586789856	1
2381053106	1
2913319760	1
118069055	1
2554395802	1
2592975298	1
1981234893	1
2095341898	1
2770456016	1
2087042852	1
2228259493	1
2059424289	1
2334942612	1
2591819368	1
2764316134	1
1966702293	1
1963501445	1
1983560008	1
2022023141	1
2089370787	1
2092143764	1
2092634996	1
2617229841	1
251456591	1
2099051197	1
2003793292	1
2022257114	1
2047396963	1
2938864774	1
2028341017	1
2909513965	1
1977969570	1
2625333165	1
2083560342	1
2891318901	1
2093629711	1
2472311386	1
2167189863	1
1990376409	1
2080371227	1
2048693373	1
2573598169	1
1515207190	1
2049373005	1
2787944833	1
2418146398	1
1981691621	1
1486065000	1
1566714983	1
1974615197	1
2044462235	1
2073419920	1
2079696804	1
2091957194	1
2196295427	1
2563937275	1
2107044539	1
2938602203	1
1996240737	1
2021012920	1
231093422	1
1993083535	1
2008078496	1
2051467798	1
2052367157	1
2068590044	1
2145534604	1
350599508	1
2586465697	1
2073885644	1
2024933829	1
2087734466	1
2745908004	1
2904614087	1
2051225400	1
2029428466	1
2510344307	1
1984861697	1
2022560419	1
2892461976	1
1977768289	1
2810748762	1
2062300832	1
2077926084	1
2007399862	1
2044187253	1
2942027107	1
2005672634	1
2022852037	1
2027701376	1
222604933	1
286676272	1
2315263902	1
2316036354	1
2321699107	1
2603050708	1
224851528	1
226529833	1
1971477180	1
1981055592	1
1996977990	1
2008918941	1
2015636873	1
2029762281	1
2033919169	1
2035705971	1
2058475431	1
2068007302	1
2082650399	1
2084822494	1
2089691120	1
2318569679	1
2345565031	1
2613183323	1
2617917272	1
2914211460	1
2027744826	1
2061270931	1
2516073443	1
1991474371	1
2007207595	1
2047709292	1
2048676950	1
2048922416	1
2050708217	1
2549399258	1
2942201351	1
2173246776	1
2341479998	1
2621360762	1
2799672610	1
2109093530	1
2772499333	1
2046438822	1
1990693067	1
1997389274	1
2036898820	1
2466759962	1
2914712092	1
2028534692	1
1485160912	1
138679408	1
2206772957	1
60196113	1
1978391500	1
2083247846	1
2794864906	1
1983710829	1
2014725496	1
2109142454	1
2415696093	1
2786930417	1
2058018380	1
2771506766	1
36854629	1
35648025	1
61531607	1
1999843587	1
2001868263	1
2416074191	1
2210036804	1
2077508964	1
2051283034	1
2009751537	1
2405135485	1
102021990	1
113789334	1
17561810	1
2052300067	1
2293909948	1
1848218063	1
1891179607	1
2936250028	1
1965844655	1
15229594	1
80090354	1
1983993868	1
2028753563	1
2294515559	1
2032518623	1
2900544719	1
2026966820	1
2606871383	1
2607316390	1
2554552667	1
138968282	1
2032725119	1
2055309653	1
1986358226	1
2032687804	1
2143277931	1
1965604144	1
1985337119	1
2067687957	1
2160809018	1
1663799052	1
1786461696	1
1916788451	1
1968677401	1
1990945218	1
2036538323	1
2069808146	1
2279390270	1
2028240994	1
2064073956	1
2276743965	1
2530660582	1
2559886504	1
1980580341	1
1980693324	1
2791366063	1
2883769357	1
2001521599	1
2069007557	1
2083734602	1
1964542454	1
2160246721	1
2000019619	1
2030655633	1
2034594079	1
2051078333	1
2066411897	1
2077793119	1
2085270829	1
1967156105	1
1994929350	1
2007306600	1
2039677234	1
1980254756	1
2042381501	1
2008956581	1
1998394867	1
2060707621	1
2039632166	1
2094957370	1
2024477121	1
1978292985	1
1991744817	1
2068624551	1
2077477403	1
2788312043	1
2039544416	1
1997948030	1
2076621678	1
2091746818	1
2913310944	1
2011931303	1
2020883340	1
1977174081	1
2059612445	1
224375584	1
304849912	1
2321797931	1
2332261040	1
216611397	1
218721542	1
343671305	1
1977053574	1
1991134688	1
1994147581	1
1996986790	1
2012487575	1
2021086917	1
2023207368	1
2034824481	1
2034972056	1
2036355499	1
2040365445	1
2070522306	1
2314837219	1
2316043127	1
2325485512	1
2385493546	1
2915585772	1
2937320560	1
2937479251	1
2938575739	1
2939475381	1
2939998738	1
2942551002	1
2943397546	1
2016566795	1
2540714408	1
2738695333	1
2087551561	1
2043572804	1
2190501454	1
2074278029	1
2618130976	1
2016137701	1
2089876559	1
2514662255	1
2090962050	1
2509762140	1
1985187061	1
2571908953	1
2219698487	1
2554880895	1
2767972539	1
2021500269	1
2034754055	1
2186700677	1
2898385059	1
297718049	1
1993879524	1
1994267466	1
2937776418	1
2939556941	1
2942053956	1
2031762173	1
2047944054	1
2942353909	1
2058516138	1
1987000534	1
2038842418	1
2574093994	1
4533865	1
1976960157	1
1984367905	1
1987495284	1
1989816576	1
1995164597	1
1999615514	1
2000605957	1
2020073828	1
2026018419	1
2092762210	1
2558854620	1
2620631906	1
2886686762	1
2922635843	1
2938042943	1
1977770216	1
2072607570	1
2940844302	1
2009842326	1
2148478210	1
1605004560	1
1994603162	1
2049924828	1
2941873922	1
2941906738	1
225084944	1
328374073	1
1979617926	1
1986028997	1
1998163725	1
2035420594	1
2084820146	1
2937299843	1
2939457214	1
2026128785	1
1873941667	1
2011108262	1
2769507753	1
2938059427	1
2068204255	1
2052190629	1
2036375078	1
2022267657	1
2026698559	1
2077320621	1
2323101477	1
2925032199	1
2938101147	1
2015661641	1
2922825152	1
2084095114	1
2504827199	1
2055339190	1
2059152763	1
2938459201	1
2943239663	1
89235280	1
236988224	1
279271875	1
2034750129	1
2940333994	1
2060485686	1
1983754349	1
2007110231	1
2943688461	1
2012631408	1
2080557141	1
2605133490	1
2936126554	1
2939738899	1
227991054	1
2036597779	1
2058014007	1
2220026343	1
2295106495	1
1979136462	1
2012868617	1
2514283362	1
2026692944	1
2053398648	1
1974046520	1
2025429959	1
2057970505	1
1974794388	1
2022854825	1
122344743	1
225086683	1
2594003624	1
2906518784	1
2923370800	1
297799460	1
2010369378	1
2510290714	1
2015246192	1
2073194614	1
1998773379	1
1995301464	1
2045749400	1
2056828754	1
2073991405	1
1994951031	1
2122361330	1
154194495	1
1995701526	1
270646263	1
1992883985	1
2911287764	1
2019340066	1
2793647964	1
2150258981	1
2267163945	1
2790625197	1
2532060583	1
1975563642	1
2025740336	1
2054353414	1
2482587274	1
2770251424	1
2912178126	1
2490449912	1
2912632685	1
2912711394	1
2791472143	1
2018278142	1
2911530810	1
1970109913	1
102982468	1
2040806448	1
2279402165	1
2738589326	1
2784072464	1
68564145	1
2092734146	1
2916589657	1
2917894820	1
1972695262	1
2014326438	1
2015391063	1
2092276925	1
1989066727	1
2066718143	1
2072513946	1
2064324205	1
2017899754	1
2072687839	1
2014231742	1
2055408200	1
1955830745	1
2168524487	1
2413468542	1
1947661359	1
2129195593	1
2367707061	1
2157686333	1
2410357596	1
2582849524	1
1972180671	1
2060584185	1
2528537546	1
1939052578	1
2182406582	1
2408591906	1
2788566093	1
2042842781	1
2044232779	1
2206429167	1
2549598285	1
2757265822	1
2905134162	1
2588890417	1
2888736662	1
2064271661	1
2112891234	1
2157450846	1
2193925492	1
2414176489	1
2418250443	1
2423545122	1
2012478528	1
2028338354	1
2057363041	1
2104946929	1
2111796338	1
2162601052	1
2187996704	1
2394113193	1
2124180911	1
2293164129	1
2442029837	1
2035347475	1
2005164325	1
1975817786	1
2065257072	1
2788504432	1
2071690100	1
2089190823	1
2168037951	1
2337977125	1
2040094466	1
2096531571	1
2096815108	1
2145327797	1
2182137662	1
2287973207	1
2410958956	1
2580966850	1
2581441617	1
2058022018	1
2039989651	1
2077131002	1
2321195509	1
2033366892	1
2094126198	1
2030841423	1
2031225247	1
2012815659	1
2071132543	1
2089355522	1
2204302014	1
2941322078	1
2114621665	1
2603488652	1
2613948069	1
2033897443	1
2542581903	1
1995911070	1
2009809313	1
1987756298	1
2787949663	1
1971355698	1
2078172671	1
1968984088	1
1977052800	1
1995225099	1
2018610047	1
2040496275	1
2070957534	1
2007841177	1
2583916250	1
1971609641	1
2049462377	1
2072077459	1
2415680698	1
2580723856	1
2076640672	1
2517716546	1
2614546822	1
2922301228	1
221776399	1
2788690951	1
2048741912	1
2076562704	1
2579437365	1
2009255985	1
2023110306	1
2025292762	1
2070309045	1
2463556400	1
2935976046	1
2937968796	1
2941957457	1
2942837284	1
2008743765	1
2064189751	1
2066487487	1
1970962797	1
2237166670	1
46612052	1
212166336	1
1966393607	1
2053755862	1
2935782363	1
2937524653	1
1482737200	1
2888686181	1
1981565647	1
2051686519	1
2039351555	1
2064044835	1
2064503705	1
2076622445	1
2922991056	1
2925214353	1
1986619186	1
2015761791	1
1967448984	1
1969858194	1
2023379659	1
2026277081	1
2038961561	1
2061242283	1
2066431658	1
2075718149	1
2096559165	1
239729906	1
2327035560	1
1986684849	1
2040570023	1
2048676896	1
2064684346	1
2022626861	1
247358678	1
1964965471	1
1996654716	1
2019888352	1
2042513880	1
2047508088	1
2079547340	1
2750506506	1
2415916020	1
2027419303	1
2527367666	1
2780499421	1
1999823923	1
2747548770	1
2089202968	1
1488601400	1
1568745865	1
1985789534	1
2002596170	1
2007455170	1
2034468824	1
2051569219	1
2053443439	1
2071222728	1
2067529814	1
1979487261	1
2019428417	1
1977133692	1
2767420723	1
118771216	1
241195063	1
1967977898	1
2104545640	1
2313636307	1
2734515699	1
1970851945	1
1969616560	1
2037319213	1
2010706206	1
2071924732	1
2598849018	1
2802596711	1
2911850770	1
1997843800	1
2208997571	1
2423455793	1
2775614358	1
2058446760	1
2755709516	1
1971964210	1
2064430601	1
2079295767	1
2053418557	1
229392796	1
230163731	1
270325119	1
278031498	1
1965712283	1
1966856773	1
1972010233	1
1975744612	1
1982441013	1
1998749189	1
1999240540	1
2010656797	1
2013884964	1
2014838262	1
2030832379	1
2067857908	1
2087955078	1
2211395550	1
2312300706	1
2313892418	1
2914745783	1
2925818671	1
2942436174	1
2049468387	1
2273798187	1
2768625905	1
2001354852	1
2027731721	1
2154851631	1
2250485052	1
2739854921	1
1524602094	1
2241768513	1
2465345317	1
2211431199	1
2774912923	1
2915297974	1
1988480528	1
2013689707	1
2343394908	1
2758469676	1
2768792038	1
2798239318	1
2808811234	1
2809044511	1
2809203284	1
1966897238	1
2483435074	1
2319782401	1
2049505484	1
2770131292	1
2008046220	1
2045629906	1
2089205005	1
2769648432	1
2912012461	1
129170151	1
2000622152	1
2003428040	1
2022478731	1
2059395296	1
2240812999	1
2466930921	1
2749795980	1
2774862500	1
2086478946	1
2522225346	1
2566449412	1
2804258449	1
2288267169	1
2011162547	1
2013814248	1
2088766509	1
2943251459	1
1965160953	1
2733654013	1
2216951347	1
172960309	1
212771209	1
218427937	1
233055839	1
268359890	1
284826930	1
288558000	1
340746497	1
1971545875	1
2148306434	1
2583777199	1
2748195181	1
2748565277	1
2749090415	1
2914899490	1
2091344598	1
2317850283	1
2075280846	1
1979327542	1
1999356548	1
2074448118	1
1981178149	1
105385575	1
2216727247	1
2044493487	1
2064761345	1
1968987635	1
1969976157	1
2000685714	1
2015955493	1
2021827720	1
2028520638	1
2051676021	1
2060608370	1
212099141	1
316776089	1
1964818835	1
2323555070	1
2911424238	1
2914993032	1
2033687734	1
2064777200	1
1991322277	1
2087560847	1
2943558530	1
2077361604	1
2734351969	1
2028147178	1
2013602733	1
2051827145	1
2086400428	1
2590075779	1
1975650871	1
2008492574	1
2047894466	1
2054643582	1
1977222838	1
1982369667	1
1996690907	1
2019900780	1
2045182479	1
1514575217	1
1636760297	1
1655840229	1
2605445873	1
2935977482	1
2936095230	1
2002704126	1
2725838992	1
187631521	1
2938937517	1
2106820064	1
1972691183	1
1988999362	1
2047125874	1
2065076214	1
2935801325	1
2936439845	1
2938567703	1
2020981302	1
2745508405	1
1981313335	1
2042145913	1
1984387747	1
2014014071	1
2053016482	1
2935781270	1
350120778	1
2318773291	1
1970676267	1
2002351258	1
2039345609	1
2075727075	1
2015242632	1
2001970724	1
2087175159	1
2079675898	1
2079830783	1
2519490546	1
2611385442	1
1967334628	1
1965799113	1
2033279740	1
2034017576	1
1995754889	1
2792206939	1
1982281526	1
2040696529	1
2049154512	1
1963910879	1
2003075442	1
2063638285	1
2612172610	1
2941975874	1
1573642728	1
1982425819	1
2012972222	1
1988953317	1
2034262737	1
2014657500	1
1594953134	1
2938318053	1
1491793437	1
1563678076	1
1584300311	1
344697147	1
2042876811	1
2315747963	1
2319542973	1
2592424353	1
2766388080	1
2767882973	1
2936394552	1
1532555592	1
1527203017	1
1537050868	1
1547893039	1
2007139591	1
2016231896	1
2052144070	1
2329656504	1
1571526810	1
2020143013	1
2559058750	1
2091227677	1
2744245450	1
1980513549	1
1989837971	1
1993587303	1
2029743690	1
2066229068	1
2012097610	1
2041789060	1
1967393254	1
2030448020	1
2057837454	1
1998143213	1
2051005705	1
2151039810	1
2062278065	1
2073598859	1
2074146531	1
2078057648	1
2084350232	1
286010814	1
1965801959	1
1976401876	1
2001709692	1
2029329844	1
2917753262	1
2204530794	1
2017453263	1
2917002167	1
2153954935	1
1963832132	1
2084920551	1
2062564115	1
2079688145	1
2789864039	1
2552240183	1
2008724958	1
2328402232	1
1982008206	1
2043480347	1
1977773456	1
1982152387	1
2575858446	1
2026024416	1
2008055250	1
2278354029	1
2287247823	1
2580035492	1
2583919853	1
2592117336	1
2624083334	1
161336582	1
2130328469	1
2904318503	1
2015078466	1
2025865347	1
2113433055	1
2135166333	1
2010022863	1
2076613364	1
2743958749	1
2896523690	1
2072450786	1
49665335	1
2316777941	1
39897921	1
2596049413	1
2943535156	1
1963877555	1
1985158899	1
2943712176	1
2083229101	1
2217108729	1
2500001273	1
1970565378	1
2473332873	1
88147152	1
2021564564	1
2493185101	1
2507296784	1
2508806821	1
2295119862	1
2056718219	1
2736584155	1
1975981947	1
2105263586	1
2793336812	1
1986812776	1
2022389885	1
2075457840	1
2082294592	1
2012761466	1
2045610944	1
2047104338	1
2074931069	1
1620537193	1
2805002581	1
2047237224	1
2159558990	1
2062498888	1
2942008682	1
1964108570	1
2068216586	1
2924891623	1
2940727233	1
221552289	1
2017411098	1
2020370638	1
2047606238	1
2313877232	1
2320559318	1
2322835745	1
2767533266	1
2938684083	1
2063185982	1
2092279291	1
